dataset,seq,frame,class,track_id,gt_id_new,no_box,f_weak,f_comp,f_swap,r_weak,r_comp,r_swap
SportsMOT,V003,473,S_r,43,7,0,0.015635,0.439039,-1.017724,0.131986,0.866461,0.864142
SportsMOT,V003,473,S_r,45,8,0,0.068130,0.459472,-1.017724,0.790991,0.886423,0.864142
SportsMOT,V003,480,S_c,46,9,0,1.000000,0.000000,-0.958586,1.000000,0.226412,0.892089
SportsMOT,V004,235,S_r,49,1,0,0.075317,0.386634,-0.928335,0.823074,0.806777,0.904839
SportsMOT,V004,235,S_r,51,8,0,0.200618,0.409097,-0.928335,0.974192,0.833705,0.904839
SportsMOT,V004,386,S_c,58,6,0,0.449078,0.261744,-0.519547,0.994797,0.625782,0.992530
SportsMOT,V005,55,S_c,67,3,0,0.313180,0.222362,-1.111678,0.989628,0.559999,0.813408
SportsMOT,V005,79,S_r,67,5,0,0.314261,0.680443,-0.195015,0.989701,0.995558,0.998990
SportsMOT,V005,80,S_c,72,3,0,0.801437,0.105119,-0.682102,0.997734,0.368806,0.974438
SportsMOT,V005,185,S_c,73,9,0,1.000000,0.000000,-0.987521,1.000000,0.226412,0.878816
SportsMOT,V005,249,S_r,67,3,0,0.115427,0.381602,-0.989329,0.919518,0.800622,0.878005
SportsMOT,V005,249,S_r,72,5,0,0.067037,0.446605,-0.989329,0.785385,0.874067,0.878005
SportsMOT,V005,261,S_c,74,7,0,0.164321,0.168193,-1.452265,0.960926,0.468889,0.564133
SportsMOT,V006,28,S_c,98,11,0,0.973131,0.000000,-0.780551,0.998352,0.226412,0.954052
SportsMOT,V006,51,S_c,99,2,0,1.000000,0.000000,-0.957020,1.000000,0.226412,0.892763
SportsMOT,V006,194,S_r,101,7,0,0.252134,0.500744,-0.737132,0.983936,0.921062,0.964278
SportsMOT,V006,205,S_c,102,6,0,0.421899,0.562613,-0.487310,0.994169,0.960274,0.994043
SportsMOT,V007,102,S_r,108,3,0,0.085846,0.394809,-1.050390,0.859131,0.816755,0.847353
SportsMOT,V007,102,S_r,110,4,0,0.073128,0.395826,-1.050390,0.813907,0.817928,0.847353
SportsMOT,V007,532,S_r,106,7,0,0.223203,0.509214,-0.793327,0.979294,0.927288,0.950691
SportsMOT,V007,532,S_r,109,9,0,0.082434,0.391823,-0.793327,0.848636,0.813138,0.950691
SportsMOT,V008,134,S_r,124,5,0,0.149253,0.094512,-1.591048,0.952173,0.352572,0.444705
SportsMOT,V008,136,S_h,123,5,0,0.487146,0.059572,-1.301480,0.995478,0.303813,0.686564
SportsMOT,V009,212,S_c,148,0,0,1.000000,0.000000,-0.963641,1.000000,0.226412,0.889835
SportsMOT,V009,215,S_c,149,1,0,1.000000,0.000000,-0.960209,1.000000,0.226412,0.891369
SportsMOT,V009,289,S_c,150,9,0,1.000000,0.000000,-0.970371,1.000000,0.226412,0.886753
SportsMOT,V009,305,S_c,151,17,0,1.000000,0.000000,-0.977572,1.000000,0.226412,0.883469
SportsMOT,V009,314,S_c,152,8,0,1.000000,0.000000,-0.953090,1.000000,0.226412,0.894489
SportsMOT,V009,318,S_c,154,7,0,0.835759,0.000000,-1.133741,0.997873,0.226412,0.799911
SportsMOT,V009,484,S_r,158,7,0,0.227391,0.584986,-0.187623,0.980056,0.970534,0.999036
SportsMOT,V009,486,S_r,158,15,0,0.178876,0.000000,-1.720640,0.967292,0.226412,0.333432
SportsMOT,V009,487,S_c,160,3,0,1.000000,0.000000,-0.890416,1.000000,0.226412,0.919600
SportsMOT,V009,491,S_c,165,7,0,0.847045,0.000000,-1.031968,0.997909,0.226412,0.856915
SportsMOT,V009,672,S_c,167,7,0,1.000000,0.000000,-0.921300,1.000000,0.226412,0.907665
SportsMOT,V009,712,S_c,168,19,0,0.304324,0.089179,-1.445256,0.989022,0.344797,0.570144
SportsMOT,V010,74,S_r,181,4,0,0.302216,0.000000,-1.654620,0.988869,0.226412,0.390061
SportsMOT,V010,78,S_c,182,3,0,1.000000,0.000000,-0.892078,1.000000,0.226412,0.919007
SportsMOT,V010,89,S_c,183,2,0,1.000000,0.000000,-0.916179,1.000000,0.226412,0.909704
SportsMOT,V010,142,S_c,184,11,0,1.000000,0.000000,-0.957737,1.000000,0.226412,0.892461
SportsMOT,V010,196,S_c,186,2,0,1.000000,0.000000,-0.876274,1.000000,0.226412,0.924748
SportsMOT,V010,236,S_c,272,16,0,1.000000,0.000000,0.000000,1.000000,0.226412,0.999682
SportsMOT,V010,237,S_c,276,1,0,1.000000,0.000000,-0.971571,1.000000,0.226412,0.886252
SportsMOT,V010,238,S_c,279,19,0,0.818581,0.007601,-0.951602,0.997807,0.238099,0.895137
SportsMOT,V010,242,S_c,285,0,0,1.000000,0.000000,-0.844086,1.000000,0.226412,0.935592
SportsMOT,V010,280,S_c,286,18,0,0.528126,0.000000,-1.412160,0.996011,0.226412,0.598152
SportsMOT,V010,287,S_r,286,17,0,0.072498,0.000000,-1.813414,0.811225,0.226412,0.244277
SportsMOT,V010,287,S_c,287,18,0,0.494246,0.000000,-1.391666,0.995577,0.226412,0.615096
SportsMOT,V010,298,S_c,288,3,0,1.000000,0.000000,-0.954611,1.000000,0.226412,0.893836
SportsMOT,V010,320,S_c,290,4,0,1.000000,0.000000,-0.927698,1.000000,0.226412,0.905106
SportsMOT,V010,320,S_c,289,9,0,1.000000,0.000000,-0.927698,1.000000,0.226412,0.905106
SportsMOT,V010,326,S_c,291,6,0,1.000000,0.000000,-0.977625,1.000000,0.226412,0.883448
SportsMOT,V010,350,S_c,292,7,0,1.000000,0.000000,-0.965973,1.000000,0.226412,0.888819
SportsMOT,V010,350,S_c,293,10,0,1.000000,0.000000,-0.965973,1.000000,0.226412,0.888819
SportsMOT,V010,403,S_c,294,15,0,1.000000,0.000000,-0.980179,1.000000,0.226412,0.882298
SportsMOT,V010,424,S_c,295,19,0,1.000000,0.000000,-0.940505,1.000000,0.226412,0.899859
SportsMOT,V010,441,S_c,296,20,0,1.000000,0.000000,-0.944842,1.000000,0.226412,0.897966
SportsMOT,V010,531,S_c,297,1,0,1.000000,0.000000,-0.979197,1.000000,0.226412,0.882757
SportsMOT,V010,535,S_c,298,6,0,1.000000,0.000000,-0.949261,1.000000,0.226412,0.896133
SportsMOT,V011,79,S_c,326,10,0,1.000000,0.000000,-0.922828,1.000000,0.226412,0.907019
SportsMOT,V011,231,S_c,327,14,0,1.000000,0.000000,-0.927869,1.000000,0.226412,0.905043
SportsMOT,V011,235,S_c,328,17,0,1.000000,0.000000,-0.926456,1.000000,0.226412,0.905591
SportsMOT,V011,235,S_c,329,18,0,1.000000,0.000000,-0.926456,1.000000,0.226412,0.905591
SportsMOT,V011,253,S_c,330,1,0,1.000000,0.000000,-0.942399,1.000000,0.226412,0.899031
SportsMOT,V011,263,S_c,331,3,0,1.000000,0.000000,-0.978321,1.000000,0.226412,0.883130
SportsMOT,V011,267,S_c,332,4,0,1.000000,0.000000,-0.903579,1.000000,0.226412,0.914594
SportsMOT,V011,375,S_c,334,11,0,1.000000,0.000000,-0.979835,1.000000,0.226412,0.882449
SportsMOT,V011,405,S_c,335,14,0,1.000000,0.000000,-0.965449,1.000000,0.226412,0.889044
SportsMOT,V011,421,S_c,336,4,0,1.000000,0.000000,-0.940730,1.000000,0.226412,0.899758
SportsMOT,V011,423,S_c,337,5,0,1.000000,0.000000,-0.975232,1.000000,0.226412,0.884577
SportsMOT,V011,554,S_c,338,14,0,1.000000,0.000000,-0.851421,1.000000,0.226412,0.933192
SportsMOT,V011,555,S_c,339,17,0,1.000000,0.000000,-0.913721,1.000000,0.226412,0.910695
SportsMOT,V011,557,S_c,340,20,0,1.000000,0.000000,-0.917918,1.000000,0.226412,0.909018
SportsMOT,V011,559,S_c,341,20,0,1.000000,0.000000,-0.927750,1.000000,0.226412,0.905087
SportsMOT,V011,562,S_c,347,16,0,1.000000,0.000000,-0.867926,1.000000,0.226412,0.927512
SportsMOT,V011,566,S_c,355,7,0,1.000000,0.000000,-0.866625,1.000000,0.226412,0.927975
SportsMOT,V011,572,S_c,366,5,0,1.000000,0.000000,-0.891607,1.000000,0.226412,0.919173
SportsMOT,V011,578,S_h,340,9,0,1.000000,0.000000,-0.912687,1.000000,0.226412,0.911107
SportsMOT,V011,583,S_c,378,4,0,1.000000,0.000000,-0.921643,1.000000,0.226412,0.907533
SportsMOT,V011,585,S_c,380,0,0,1.000000,0.000000,-0.956955,1.000000,0.226412,0.892783
SportsMOT,V011,595,S_c,396,4,0,1.000000,0.000000,-0.938990,1.000000,0.226412,0.900467
SportsMOT,V011,605,S_c,406,19,0,0.407275,0.000000,-1.397515,0.993778,0.226412,0.610367
SportsMOT,V011,662,S_r,408,3,0,0.304696,0.000000,-1.644425,0.989050,0.226412,0.398825
SportsMOT,V011,673,S_r,409,18,0,0.105949,0.000000,-1.836863,0.904883,0.226412,0.217008
SportsMOT,V011,675,S_c,410,6,0,1.000000,0.000000,-0.934404,1.000000,0.226412,0.902323
SportsMOT,V011,678,S_c,411,14,0,1.000000,0.000000,-0.973633,1.000000,0.226412,0.885299
SportsMOT,V011,715,S_c,412,21,0,1.000000,0.000000,-0.968046,1.000000,0.226412,0.887836
SportsMOT,V011,942,S_c,413,3,0,1.000000,0.000000,-0.931664,1.000000,0.226412,0.903494
SportsMOT,V011,946,S_c,414,4,0,1.000000,0.000000,-0.965613,1.000000,0.226412,0.888976
SportsMOT,V011,967,S_c,418,15,0,1.000000,0.000000,-0.976844,1.000000,0.226412,0.883858
SportsMOT,V011,968,S_c,420,8,0,0.833455,0.000000,-1.101749,0.997861,0.226412,0.819309
SportsMOT,V011,981,S_c,434,13,0,1.000000,0.000000,-0.968574,1.000000,0.226412,0.887574
SportsMOT,V011,983,S_r,428,18,0,0.149398,0.000000,-1.736245,0.952254,0.226412,0.319464
SportsMOT,V011,984,S_c,439,13,0,1.000000,0.000000,-0.960106,1.000000,0.226412,0.891419
SportsMOT,V011,998,S_c,454,14,0,1.000000,0.000000,-0.981663,1.000000,0.226412,0.881558
SportsMOT,V011,1013,S_c,455,12,0,1.000000,0.000000,-0.936395,1.000000,0.226412,0.901526
SportsMOT,V011,1037,S_c,456,13,0,1.000000,0.000000,-0.969441,1.000000,0.226412,0.887174
SportsMOT,V011,1038,S_c,457,17,0,1.000000,0.000000,-0.950243,1.000000,0.226412,0.895700
SportsMOT,V011,1053,S_c,458,9,0,1.000000,0.000000,-0.937174,1.000000,0.226412,0.901220
SportsMOT,V011,1094,S_c,459,9,0,1.000000,0.000000,-0.968307,1.000000,0.226412,0.887724
SportsMOT,V011,1124,S_c,461,0,0,1.000000,0.000000,-0.958452,1.000000,0.226412,0.892155
SportsMOT,V011,1133,S_c,462,16,0,1.000000,0.000000,-0.982776,1.000000,0.226412,0.881016
SportsMOT,V011,1163,S_r,341,3,0,0.063351,0.378586,-1.190564,0.765254,0.796889,0.763629
SportsMOT,V011,1163,S_r,413,20,0,0.019918,0.347582,-1.190564,0.210217,0.757030,0.763629
SportsMOT,V012,9,S_c,478,7,0,1.000000,0.000000,-0.977478,1.000000,0.226412,0.883517
SportsMOT,V012,15,S_c,486,8,0,1.000000,0.000000,-0.985365,1.000000,0.226412,0.879827
SportsMOT,V012,106,S_c,500,1,0,1.000000,0.000000,-0.939630,1.000000,0.226412,0.900208
SportsMOT,V012,116,S_c,501,6,0,1.000000,0.000000,-0.972871,1.000000,0.226412,0.885660
SportsMOT,V012,131,S_c,502,0,0,1.000000,0.000000,-0.941950,1.000000,0.226412,0.899219
SportsMOT,V012,256,S_c,510,7,0,1.000000,0.000000,-0.968680,1.000000,0.226412,0.887523
SportsMOT,V012,302,S_c,511,12,0,1.000000,0.000000,-0.945272,1.000000,0.226412,0.897790
SportsMOT,V012,306,S_c,512,15,0,0.447318,0.000000,-1.511901,0.994761,0.226412,0.513459
SportsMOT,V012,355,S_c,513,17,0,1.000000,0.000000,-0.963524,1.000000,0.226412,0.889898
SportsMOT,V012,365,S_c,514,4,0,1.000000,0.000000,-0.952781,1.000000,0.226412,0.894598
SportsMOT,V012,422,S_c,516,9,0,1.000000,0.000000,-0.952556,1.000000,0.226412,0.894715
SportsMOT,V012,451,S_c,517,13,0,1.000000,0.000000,-0.966641,1.000000,0.226412,0.888523
SportsMOT,V012,460,S_c,518,16,0,1.000000,0.000000,-0.962204,1.000000,0.226412,0.890538
SportsMOT,V012,463,S_c,519,17,0,1.000000,0.000000,-0.965076,1.000000,0.226412,0.889204
SportsMOT,V012,511,S_c,520,9,0,1.000000,0.000000,-0.969930,1.000000,0.226412,0.886933
SportsMOT,V013,94,S_c,538,17,0,1.000000,0.000000,-0.937764,1.000000,0.226412,0.900994
SportsMOT,V013,263,S_c,543,7,0,1.000000,0.000000,-0.925126,1.000000,0.226412,0.906137
SportsMOT,V013,279,S_c,545,9,0,1.000000,0.000000,-0.918546,1.000000,0.226412,0.908780
SportsMOT,V013,280,S_r,544,10,0,0.105603,0.000000,-1.754818,0.904270,0.226412,0.302626
SportsMOT,V013,293,S_c,546,19,0,1.000000,0.000000,-0.910508,1.000000,0.226412,0.911896
SportsMOT,V013,360,S_c,547,2,0,1.000000,0.000000,-0.893989,1.000000,0.226412,0.918251
SportsMOT,V013,362,S_c,548,9,0,1.000000,0.000000,-0.786321,1.000000,0.226412,0.952597
SportsMOT,V013,367,S_c,552,7,0,1.000000,0.000000,-0.903266,1.000000,0.226412,0.914684
SportsMOT,V013,370,S_h,548,8,0,1.000000,0.000000,-0.915557,1.000000,0.226412,0.909941
SportsMOT,V013,375,S_c,567,8,0,1.000000,0.000000,-0.955862,1.000000,0.226412,0.893243
SportsMOT,V013,377,S_c,571,6,0,1.000000,0.000000,-0.890784,1.000000,0.226412,0.919456
SportsMOT,V013,381,S_c,578,3,0,1.000000,0.000000,-0.899383,1.000000,0.226412,0.916188
SportsMOT,V013,382,S_h,560,4,0,1.000000,0.000000,-0.925226,1.000000,0.226412,0.906102
SportsMOT,V013,385,S_h,560,1,0,1.000000,0.000000,-0.972584,1.000000,0.226412,0.885778
SportsMOT,V013,389,S_c,599,0,0,1.000000,0.000000,-0.577172,1.000000,0.226412,0.988361
SportsMOT,V013,392,S_c,613,1,0,1.000000,0.000000,-0.960585,1.000000,0.226412,0.891210
SportsMOT,V013,405,S_c,654,5,0,1.000000,0.000000,-0.927903,1.000000,0.226412,0.905029
SportsMOT,V013,405,S_c,653,9,0,1.000000,0.000000,-0.927903,1.000000,0.226412,0.905029
SportsMOT,V013,406,S_c,655,4,0,1.000000,0.000000,-0.980629,1.000000,0.226412,0.882056
SportsMOT,V013,410,S_c,657,8,0,1.000000,0.000000,-0.912902,1.000000,0.226412,0.911028
SportsMOT,V013,410,S_c,656,11,0,1.000000,0.000000,-0.912902,1.000000,0.226412,0.911028
SportsMOT,V013,411,S_c,658,0,0,1.000000,0.000000,0.000000,1.000000,0.226412,0.999682
SportsMOT,V013,412,S_c,661,1,0,1.000000,0.000000,-0.824308,1.000000,0.226412,0.941823
SportsMOT,V013,412,S_c,660,6,0,1.000000,0.000000,-0.824308,1.000000,0.226412,0.941823
SportsMOT,V013,412,S_c,659,7,0,1.000000,0.000000,-0.824308,1.000000,0.226412,0.941823
SportsMOT,V013,412,S_c,662,12,0,1.000000,0.000000,-0.824308,1.000000,0.226412,0.941823
SportsMOT,V013,415,S_c,664,15,0,1.000000,0.000000,-0.835698,1.000000,0.226412,0.938342
SportsMOT,V013,418,S_h,552,2,0,0.305808,0.000000,-1.360230,0.989137,0.226412,0.641002
SportsMOT,V013,418,S_h,613,4,0,0.333962,0.000000,-1.382783,0.990853,0.226412,0.622555
SportsMOT,V013,420,S_c,668,4,0,1.000000,0.000000,-0.856843,1.000000,0.226412,0.931344
SportsMOT,V013,420,S_h,613,6,0,0.218345,0.000000,-1.582431,0.978345,0.226412,0.452186
SportsMOT,V013,421,S_c,670,2,0,1.000000,0.000000,-0.936888,1.000000,0.226412,0.901317
SportsMOT,V013,421,S_h,599,4,0,0.660410,0.000000,-1.276478,0.997155,0.226412,0.704776
SportsMOT,V013,421,S_h,655,6,0,0.675182,0.000000,-1.261706,0.997223,0.226412,0.715486
SportsMOT,V013,422,S_h,668,6,0,0.871413,0.092314,-0.036274,0.998013,0.349305,0.999625
SportsMOT,V013,422,S_h,567,9,0,0.312188,0.000000,-1.169612,0.989571,0.226412,0.777222
SportsMOT,V013,423,S_c,673,4,0,1.000000,0.000000,-0.855531,1.000000,0.226412,0.931803
SportsMOT,V013,423,S_h,599,6,0,0.671503,0.000000,-1.268872,0.997202,0.226412,0.710399
SportsMOT,V013,424,S_r,673,6,0,0.606065,0.105326,-0.289697,0.996781,0.369136,0.998171
SportsMOT,V013,424,S_c,676,13,0,1.000000,0.000000,-0.885175,1.000000,0.226412,0.921539
SportsMOT,V013,425,S_c,678,6,0,1.000000,0.000000,-0.970682,1.000000,0.226412,0.886624
SportsMOT,V013,426,S_c,682,4,0,1.000000,0.000000,-0.974448,1.000000,0.226412,0.884915
SportsMOT,V013,427,S_r,682,6,0,0.214654,0.778905,-0.006442,0.977579,0.999744,0.999673
SportsMOT,V013,429,S_c,691,6,0,0.893814,0.000000,-1.082812,0.998088,0.226412,0.829989
SportsMOT,V013,430,S_c,694,4,0,0.936385,0.000000,-1.005124,0.998238,0.226412,0.870314
SportsMOT,V013,430,S_c,695,20,0,1.000000,0.000000,-0.941509,1.000000,0.226412,0.899439
SportsMOT,V013,432,S_h,530,16,0,1.000000,0.000000,-0.672383,1.000000,0.226412,0.976010
SportsMOT,V013,432,S_c,698,20,0,1.000000,0.000000,-0.672383,1.000000,0.226412,0.976010
SportsMOT,V013,433,S_c,705,6,0,0.506105,0.000000,-1.455115,0.995738,0.226412,0.561711
SportsMOT,V013,433,S_c,703,9,0,1.000000,0.000000,0.000000,1.000000,0.226412,0.999682
SportsMOT,V013,435,S_c,707,16,0,1.000000,0.000000,-0.962021,1.000000,0.226412,0.890607
SportsMOT,V013,443,S_r,663,17,0,0.871392,0.000000,-0.572795,0.998013,0.226412,0.988740
SportsMOT,V013,443,S_r,719,18,0,0.555813,0.000000,-0.572795,0.996306,0.226412,0.988740
SportsMOT,V013,446,S_c,726,14,0,1.000000,0.000000,-0.990624,1.000000,0.226412,0.877400
SportsMOT,V013,447,S_c,728,17,0,1.000000,0.000000,-0.929103,1.000000,0.226412,0.904542
SportsMOT,V013,448,S_c,729,14,0,1.000000,0.000000,-0.965774,1.000000,0.226412,0.888902
SportsMOT,V013,449,S_r,662,10,0,0.543196,0.453219,-0.003586,0.996186,0.880476,0.999675
SportsMOT,V013,453,S_c,730,12,0,0.815906,0.000000,-1.085596,0.997794,0.226412,0.828465
SportsMOT,V013,454,S_r,694,6,0,0.483934,0.459921,-0.108814,0.995424,0.886825,0.999423
SportsMOT,V013,455,S_c,732,4,0,0.889537,0.000000,-0.547780,0.998065,0.226412,0.990848
SportsMOT,V013,455,S_c,733,10,0,0.522157,0.000000,-0.915160,0.995939,0.226412,0.910088
SportsMOT,V013,458,S_r,732,6,0,0.537143,0.000000,-1.314408,0.996119,0.226412,0.676892
SportsMOT,V013,458,S_c,734,7,0,0.968552,0.000000,-0.882999,0.998337,0.226412,0.922311
SportsMOT,V013,458,S_c,736,8,0,1.000000,0.000000,-0.836679,1.000000,0.226412,0.938069
SportsMOT,V013,459,S_c,737,11,0,1.000000,0.000000,-0.417962,1.000000,0.226412,0.996127
SportsMOT,V013,459,S_c,738,13,0,0.831383,0.000000,-0.586578,0.997854,0.226412,0.987381
SportsMOT,V013,459,S_r,719,17,0,0.513185,0.417962,-0.068854,0.995830,0.843900,0.999551
SportsMOT,V013,460,S_c,740,18,0,0.918444,0.000000,-0.603082,0.998174,0.226412,0.985550
SportsMOT,V013,461,S_c,742,9,0,1.000000,0.000000,-0.906789,1.000000,0.226412,0.913334
SportsMOT,V013,461,S_c,744,17,0,0.629105,0.000000,-1.277684,0.996940,0.226412,0.703842
SportsMOT,V013,461,S_c,743,20,0,1.000000,0.000000,-0.906789,1.000000,0.226412,0.913334
SportsMOT,V013,463,S_h,726,14,0,1.000000,0.000000,-0.931012,1.000000,0.226412,0.903764
SportsMOT,V013,464,S_c,751,3,0,1.000000,0.000000,-0.942765,1.000000,0.226412,0.898857
SportsMOT,V013,468,S_c,761,4,0,0.472311,0.119378,-1.246434,0.995242,0.390563,0.726391
SportsMOT,V013,469,S_h,694,1,0,1.000000,0.000000,-0.853057,1.000000,0.226412,0.932650
SportsMOT,V013,472,S_c,771,1,0,1.000000,0.000000,-0.855820,1.000000,0.226412,0.931695
SportsMOT,V013,475,S_h,659,0,0,1.000000,0.000000,-0.929765,1.000000,0.226412,0.904278
SportsMOT,V013,475,S_h,719,14,0,1.000000,0.000000,-0.929765,1.000000,0.226412,0.904278
SportsMOT,V013,476,S_c,780,5,0,0.857118,0.000000,-1.128589,0.997949,0.226412,0.803043
SportsMOT,V013,477,S_h,728,14,0,1.000000,0.000000,-0.965448,1.000000,0.226412,0.889044
SportsMOT,V013,478,S_c,782,0,0,1.000000,0.000000,-0.966331,1.000000,0.226412,0.888663
SportsMOT,V013,479,S_c,783,14,0,1.000000,0.000000,-0.888936,1.000000,0.226412,0.920102
SportsMOT,V013,488,S_c,795,14,0,1.000000,0.000000,-0.942835,1.000000,0.226412,0.898817
SportsMOT,V013,493,S_c,801,4,0,1.000000,0.000000,-0.925655,1.000000,0.226412,0.905922
SportsMOT,V014,130,S_c,818,15,0,1.000000,0.000000,-0.962495,1.000000,0.226412,0.890408
SportsMOT,V014,139,S_c,819,14,0,1.000000,0.000000,-0.905788,1.000000,0.226412,0.913708
SportsMOT,V014,290,S_c,822,0,0,1.000000,0.000000,-0.888913,1.000000,0.226412,0.920113
SportsMOT,V014,375,S_c,823,14,0,1.000000,0.000000,-0.854761,1.000000,0.226412,0.932075
SportsMOT,V014,505,S_c,824,14,0,1.000000,0.000000,-0.872303,1.000000,0.226412,0.926059
SportsMOT,V014,535,S_c,825,15,0,1.000000,0.000000,-0.917180,1.000000,0.226412,0.909318
SportsMOT,V015,131,S_r,834,8,0,0.130371,0.485106,-0.122406,0.936888,0.908782,0.999378
SportsMOT,V015,132,S_r,832,9,0,0.126513,0.346793,-1.069570,0.933087,0.755967,0.837199
SportsMOT,V015,133,S_h,833,6,0,0.302947,0.272233,-1.022630,0.988933,0.643054,0.861658
SportsMOT,V015,235,S_c,836,2,0,0.541516,0.000000,-1.410845,0.996168,0.226412,0.599367
SportsMOT,V015,245,S_r,836,4,0,0.089058,0.540669,-0.454622,0.868129,0.948119,0.995143
SportsMOT,V015,247,S_h,827,4,0,0.158663,0.333219,-1.116600,0.957926,0.737094,0.810271
SportsMOT,V015,305,S_c,837,6,0,1.000000,0.000000,-0.886346,1.000000,0.226412,0.921060
SportsMOT,V015,309,S_c,838,9,0,0.502489,0.000000,-1.452998,0.995688,0.226412,0.563482
SportsMOT,V015,371,S_r,834,5,0,0.053936,0.338062,-1.257848,0.700450,0.743899,0.718348
SportsMOT,V015,371,S_h,826,8,0,0.369478,0.272990,-0.965534,0.992514,0.644306,0.889012
SportsMOT,V015,651,S_h,836,3,0,0.598553,0.278641,-0.612105,0.996722,0.653646,0.984502
SportsMOT,V015,654,S_r,830,2,0,0.153140,0.475540,-0.756700,0.954693,0.900764,0.959879
SportsMOT,V015,669,S_r,837,5,0,0.313405,0.440298,-0.514957,0.989644,0.867761,0.992775
SportsMOT,V015,669,S_r,834,6,0,0.073167,0.658174,-0.514957,0.814077,0.991853,0.992775
SportsMOT,V015,692,S_c,841,0,0,1.000000,0.000000,-0.954674,1.000000,0.226412,0.893803
SportsMOT,V015,714,S_c,842,4,0,1.000000,0.000000,-0.857000,1.000000,0.226412,0.931290
SportsMOT,V015,715,S_c,843,1,0,0.621849,0.000000,-1.355324,0.996887,0.226412,0.644964
SportsMOT,V015,748,S_r,836,8,0,0.245704,0.283650,-1.029564,0.983105,0.661837,0.858153
SportsMOT,V015,756,S_c,844,3,0,0.637910,0.222920,-0.833428,0.997012,0.560944,0.939067
SportsMOT,V015,798,S_c,845,0,0,1.000000,0.000000,-0.923703,1.000000,0.226412,0.906696
SportsMOT,V016,29,S_c,855,8,0,0.847276,0.000000,-1.093816,0.997909,0.226412,0.823935
SportsMOT,V016,305,S_c,858,8,0,1.000000,0.000000,-0.936349,1.000000,0.226412,0.901537
SportsMOT,V016,336,S_c,859,3,0,1.000000,0.000000,-0.910380,1.000000,0.226412,0.911935
SportsMOT,V016,346,S_c,860,7,0,1.000000,0.000000,-0.930129,1.000000,0.226412,0.904136
SportsMOT,V016,681,S_c,863,6,0,0.649200,0.267692,-0.414642,0.997082,0.635613,0.996216
SportsMOT,V016,710,S_c,864,6,0,0.532520,0.390196,-0.545542,0.996068,0.811132,0.991025
SportsMOT,V016,754,S_r,848,4,0,0.253845,0.436132,-0.803846,0.984130,0.863440,0.947848
SportsMOT,V016,755,S_h,846,1,0,0.492542,0.228924,-0.780046,0.995549,0.571105,0.954168
SportsMOT,V016,763,S_r,846,4,0,0.050742,0.500934,-0.833766,0.672983,0.921192,0.938944
SportsMOT,V016,766,S_h,848,4,0,0.289887,0.533510,-0.598367,0.987886,0.943774,0.986110
SportsMOT,V016,769,S_r,858,1,0,0.151408,0.657027,-0.477790,0.953593,0.991607,0.994392
SportsMOT,V016,769,S_r,846,8,0,0.128457,0.479200,-0.841892,0.935035,0.903817,0.936357
SportsMOT,V016,798,S_c,867,5,0,1.000000,0.000000,-0.949206,1.000000,0.226412,0.896158
SportsMOT,V016,834,S_c,868,3,0,0.815521,0.082189,-0.855841,0.997793,0.335088,0.931684
SportsMOT,V016,860,S_c,869,5,0,0.674264,0.063117,-1.184865,0.997214,0.308525,0.767279
SportsMOT,V016,864,S_c,870,0,0,0.473422,0.000000,-1.424645,0.995262,0.226412,0.587626
SportsMOT,V016,867,S_r,869,0,0,0.102806,0.450768,-0.895741,0.899190,0.878119,0.917596
SportsMOT,V016,867,S_r,870,5,0,0.077971,0.472714,-0.895741,0.833279,0.898355,0.917596
SportsMOT,V016,927,S_c,872,9,0,1.000000,0.000000,-0.915390,1.000000,0.226412,0.910010
SportsMOT,V016,937,S_c,873,7,0,1.000000,0.000000,-0.890347,1.000000,0.226412,0.919629
SportsMOT,V016,962,S_c,874,5,0,1.000000,0.000000,-0.877064,1.000000,0.226412,0.924494
SportsMOT,V016,995,S_r,873,2,0,0.327473,0.347124,-0.874041,0.990504,0.756405,0.925489
SportsMOT,V016,995,S_h,847,7,0,0.447628,0.271356,-0.829654,0.994768,0.641623,0.940143
SportsMOT,V016,1005,S_c,875,8,0,1.000000,0.000000,-0.917325,1.000000,0.226412,0.909254
SportsMOT,V016,1020,S_c,876,0,0,1.000000,0.000000,-0.952804,1.000000,0.226412,0.894594
SportsMOT,V017,143,S_r,887,1,0,0.099564,0.521392,-0.708373,0.892888,0.935803,0.969893
SportsMOT,V017,143,S_r,885,7,0,0.139548,0.531123,-0.708373,0.944999,0.942258,0.969893
SportsMOT,V017,168,S_c,890,1,0,0.422671,0.134194,-1.167900,0.994192,0.414202,0.778341
SportsMOT,V017,170,S_r,881,1,0,0.168454,0.511597,-0.642224,0.962880,0.929016,0.980611
SportsMOT,V017,170,S_r,890,6,0,0.184865,0.492861,-0.642224,0.969448,0.914986,0.980611
SportsMOT,V017,250,S_c,891,2,0,0.942213,0.000000,-0.945931,0.998255,0.226412,0.897504
SportsMOT,V017,300,S_c,892,1,0,1.000000,0.000000,-0.972664,1.000000,0.226412,0.885742
SportsMOT,V017,320,S_c,893,3,0,1.000000,0.000000,-0.906005,1.000000,0.226412,0.913621
SportsMOT,V017,371,S_c,894,2,0,1.000000,0.000000,-0.570347,1.000000,0.226412,0.988997
