dataset,seq,frame,type,class,track_id,gt_id_new,old_hid,top1,top2,margin,no_box,cos_theta,r_v,v_obs_norm,sigma_norm,n_neighbor,geom_020
MOT20,V003,1564,switch,S_c,1514,426,1136,0.6856,0.0866,0.5990,0,,,,0.1414,,0
MOT20,V003,1569,switch,S_h,1507,426,1514,0.3757,0.0000,0.3757,0,,,,0.1019,,0
MOT20,V003,1571,switch,S_r,1516,426,1507,0.8603,0.6722,0.1881,0,0.9976,8.620905,0.0634,0.0580,3.0,1
MOT20,V003,1599,switch,S_r,1205,461,1240,0.9035,0.5566,0.3469,0,0.3334,2.931809,0.0205,0.0571,2.0,0
MOT20,V003,1623,switch,S_c,1557,208,1235,0.3888,0.0000,0.3888,0,,,,0.1414,,0
MOT20,V003,1650,switch,S_h,1407,626,1478,0.6956,0.3911,0.3045,0,,,,0.0683,,0
MOT20,V003,1657,switch,S_h,1478,626,1407,0.7600,0.2047,0.5553,0,,,,0.0702,,0
MOT20,V003,1671,switch,S_r,1584,349,1416,0.9250,0.5890,0.3360,0,-0.3457,1.012423,0.0129,0.0633,2.0,0
MOT20,V003,1678,switch,S_r,1279,465,1299,0.8642,0.6919,0.1723,0,,,0.0346,0.0579,3.0,1
MOT20,V003,1695,switch,S_r,1478,381,1490,0.8514,0.3098,0.5415,0,0.8173,1.693774,0.0637,0.0561,4.0,0
MOT20,V003,1698,switch,S_h,1593,601,1498,0.5699,0.2881,0.2818,0,,,,0.0864,,0
MOT20,V003,1698,switch,S_r,1498,626,1478,0.5855,0.1547,0.4308,0,0.7186,7.877069,0.1315,0.0700,6.0,0
MOT20,V003,1702,switch,S_r,1490,381,1478,0.8960,0.5555,0.3406,0,0.9915,1.700968,0.0461,0.0592,4.0,0
MOT20,V003,1716,switch,S_c,1609,625,1474,0.0000,0.0000,0.0000,0,,,,0.1414,,0
MOT20,V003,1718,switch,S_h,1246,410,1243,0.5745,0.0630,0.5115,0,,,,0.0724,,0
MOT20,V003,1723,switch,S_r,1246,408,1342,0.8755,0.1978,0.6777,0,0.9567,11.313708,0.0270,0.0587,2.0,0
MOT20,V003,1739,switch,S_r,1437,592,1444,0.9624,0.4763,0.4861,0,0.8479,2.236068,0.0098,0.0581,2.0,0
MOT20,V003,1740,switch,S_c,1621,684,1345,0.6171,0.1166,0.5005,0,,,,0.1414,,0
MOT20,V003,1760,switch,S_c,1628,589,1283,0.5828,0.3621,0.2207,0,,,,0.1414,,0
MOT20,V003,1762,switch,S_r,1444,592,1437,0.8873,0.5943,0.2930,0,-0.4155,2.283347,0.0242,0.0565,2.0,0
MOT20,V003,1770,switch,S_r,1631,340,1401,0.8179,0.8145,0.0035,0,0.7614,2.422235,0.0377,0.0603,10.0,1
MOT20,V003,1770,switch,S_r,1408,353,1424,0.9700,0.2270,0.7429,0,0.9985,1.458601,0.0208,0.0578,2.0,0
MOT20,V003,1788,switch,S_r,1647,731,1634,0.8837,0.6264,0.2572,0,0.1851,3.672496,0.0104,0.0615,3.0,0
MOT20,V003,1790,switch,S_r,1584,589,1628,0.7267,0.5647,0.1620,0,-0.5812,1.290349,0.0336,0.0535,2.0,1
MOT20,V003,1795,switch,S_c,1653,654,1437,0.3898,0.3494,0.0405,0,,,,0.1414,,1
MOT20,V003,1801,switch,S_c,1659,386,1582,0.3545,0.0586,0.2960,0,,,,0.1414,,0
MOT20,V003,1814,switch,S_r,1657,353,1408,0.8322,0.2336,0.5987,0,-0.9477,2.599249,0.0441,0.0578,3.0,0
MOT20,V003,1814,switch,S_r,1408,654,1653,0.7185,0.3314,0.3871,0,0.9892,2.306270,0.0604,0.0690,2.0,0
MOT20,V003,1822,switch,S_r,1377,354,1396,0.7880,0.4647,0.3233,0,0.9985,2.511813,0.0629,0.0577,5.0,0
MOT20,V003,1822,switch,S_r,1667,388,1377,0.9506,0.3594,0.5911,0,0.6581,6.746851,0.0023,0.0597,7.0,0
MOT20,V003,1822,switch,S_r,1365,392,1512,0.9430,0.5981,0.3449,0,0.9893,1.357694,0.0282,0.0581,7.0,0
MOT20,V003,1827,switch,S_r,1413,385,1365,0.9573,0.3880,0.5694,0,0.9798,1.650094,0.0134,0.0578,8.0,0
MOT20,V003,1827,switch,S_r,1365,678,1413,0.9780,0.3930,0.5850,0,0.9772,1.221912,0.0140,0.0582,8.0,0
MOT20,V003,1828,switch,S_h,1401,392,1512,0.4306,0.4042,0.0264,0,,,,0.0677,,1
MOT20,V003,1833,switch,S_r,1396,354,1377,0.9841,0.3478,0.6362,0,,,0.0007,0.0588,2.0,0
MOT20,V003,1841,switch,S_c,1674,366,1414,0.2885,0.0156,0.2728,0,,,,0.1414,,0
MOT20,V003,1844,switch,S_h,1377,354,1396,0.7750,0.0000,0.7750,0,,,,0.0795,,0
MOT20,V003,1858,switch,S_r,1614,548,1617,0.9241,0.2732,0.6510,0,0.9897,1.406940,0.0492,0.0565,1.0,0
MOT20,V003,1858,switch,S_r,1617,549,1614,0.8819,0.2757,0.6062,0,,,0.0072,0.0599,1.0,0
MOT20,V003,1862,switch,S_r,1393,367,1378,0.9504,0.4805,0.4699,0,0.9313,1.471239,0.0261,0.0569,3.0,0
MOT20,V003,1871,switch,S_c,1687,334,971,0.1790,0.1369,0.0421,0,,,,0.1414,,0
MOT20,V003,1878,switch,S_h,1676,354,1377,0.3020,0.0000,0.3020,0,,,,0.0722,,0
MOT20,V003,1888,switch,S_c,1696,670,1363,0.5100,0.4138,0.0962,0,,,,0.1414,,1
MOT20,V003,1890,switch,S_r,1695,591,1341,0.7050,0.6534,0.0516,0,-0.5164,1.148920,0.0557,0.0715,5.0,1
MOT20,V003,1903,switch,S_c,1704,571,1467,0.1267,0.0000,0.1267,0,,,,0.1414,,0
MOT20,V003,1913,switch,S_r,1710,584,1443,0.8936,0.5644,0.3293,0,,,0.0223,0.0631,9.0,0
MOT20,V003,1913,switch,S_r,1443,670,1696,0.9730,0.3774,0.5956,0,0.7181,1.098163,0.0090,0.0575,11.0,0
MOT20,V003,1917,switch,S_r,1265,338,1256,0.6289,0.2770,0.3520,0,-0.6669,2.643510,0.0983,0.0652,2.0,0
MOT20,V003,1917,switch,S_r,1256,595,1265,0.8326,0.3916,0.4410,0,-0.0868,1.120449,0.0332,0.0541,3.0,0
MOT20,V003,1935,switch,S_r,1719,625,1609,0.9530,0.2746,0.6784,0,0.9799,1.359253,0.0207,0.0617,2.0,0
MOT20,V003,1935,switch,S_r,1609,629,1661,0.9746,0.2551,0.7195,0,0.9769,1.184951,0.0151,0.0580,4.0,0
MOT20,V003,1937,switch,S_c,1722,392,1401,0.6305,0.0997,0.5308,0,,,,0.1414,,0
MOT20,V003,1947,switch,S_r,1371,388,1667,0.9425,0.3280,0.6146,0,-0.8000,1.333333,0.0095,0.0575,5.0,0
MOT20,V003,1949,switch,S_r,1319,380,1270,0.8977,0.1328,0.7649,0,0.4167,1.609802,0.0197,0.0604,3.0,0
MOT20,V003,1960,switch,S_c,1732,366,1674,0.3203,0.2642,0.0561,0,,,,0.1414,,1
MOT20,V003,1970,switch,S_r,1338,380,1319,0.9119,0.4891,0.4228,0,0.9622,1.002526,0.0223,0.0547,5.0,0
MOT20,V003,1979,switch,S_r,1341,394,1272,0.9474,0.4997,0.4476,0,0.9224,1.503724,0.0169,0.0579,5.0,0
MOT20,V003,1979,switch,S_h,1448,581,1459,0.4552,0.4333,0.0219,0,,,,0.0673,,1
MOT20,V003,1995,switch,S_h,1387,378,1420,0.8049,0.3938,0.4111,0,,,,0.0629,,0
MOT20,V003,1998,switch,S_h,1420,378,1387,0.6872,0.3629,0.3242,0,,,,0.0672,,0
MOT20,V003,2002,switch,S_r,1417,585,1387,0.9026,0.2995,0.6032,0,0.9806,1.653369,0.0396,0.0579,4.0,0
MOT20,V003,2010,switch,S_r,1530,386,1659,0.9598,0.2186,0.7412,0,0.6753,1.173903,0.0060,0.0585,2.0,0
MOT20,V003,2011,switch,S_r,1318,380,1338,0.9242,0.1483,0.7758,0,-0.7157,1.159741,0.0095,0.0570,6.0,0
MOT20,V003,2020,switch,S_r,1710,585,1417,0.9198,0.4876,0.4322,0,0.9572,3.455550,0.0065,0.0573,4.0,0
MOT20,V003,2025,switch,S_r,1267,673,1331,0.9683,0.4096,0.5588,0,0.7071,1.414214,0.0154,0.0571,6.0,0
MOT20,V003,2025,switch,S_r,1331,706,1267,0.9494,0.3841,0.5653,0,0.5597,2.087954,0.0059,0.0578,5.0,0
MOT20,V003,2037,switch,S_r,1722,385,1413,0.9642,0.4539,0.5102,0,0.8391,1.197283,0.0115,0.0572,6.0,0
MOT20,V003,2038,switch,S_r,1420,571,1704,0.8615,0.7561,0.1053,0,,,0.0491,0.0593,2.0,1
MOT20,V003,2072,switch,S_c,1779,679,1347,0.7767,0.4228,0.3539,0,,,,0.1414,,0
MOT20,V003,2075,switch,S_r,1621,679,1347,0.9474,0.3525,0.5950,0,0.9616,1.005505,0.0142,0.0582,3.0,0
MOT20,V003,2076,switch,S_c,1780,684,1621,0.5351,0.2960,0.2391,0,,,,0.1414,,0
MOT20,V003,2090,switch,S_r,1782,679,1621,0.8043,0.6828,0.1215,0,0.8819,4.110296,0.0130,0.0568,3.0,1
MOT20,V003,2111,switch,S_c,1802,157,1767,0.6068,0.0233,0.5836,0,,,,0.1414,,0
MOT20,V003,2119,switch,S_r,1722,697,1406,0.9608,0.3780,0.5829,0,,,0.0126,0.0578,4.0,0
MOT20,V003,2126,switch,S_h,1406,622,1488,0.3256,0.2542,0.0714,0,,,,0.0653,,1
MOT20,V003,2127,switch,S_r,1438,648,1450,0.9667,0.4122,0.5545,0,0.9728,1.241030,0.0205,0.0573,4.0,0
MOT20,V003,2127,switch,S_r,1450,665,1438,0.6819,0.5060,0.1759,0,0.9988,2.111612,0.1180,0.0570,5.0,1
MOT20,V003,2128,switch,S_c,1817,650,1457,0.6687,0.5650,0.1036,0,,,,0.1414,,1
MOT20,V003,2129,switch,S_r,1347,678,1365,0.9580,0.0000,0.9580,0,1.0000,2.000000,0.0122,0.0578,0.0,0
MOT20,V003,2131,switch,S_r,1788,664,1357,0.8954,0.4516,0.4438,0,0.7282,1.373249,0.0281,0.0567,7.0,0
MOT20,V003,2134,switch,S_c,1824,679,1782,0.4186,0.1542,0.2644,0,,,,0.1414,,0
MOT20,V003,2142,switch,S_r,1267,706,1331,0.9202,0.0412,0.8790,0,0.9991,1.421267,0.0220,0.0595,3.0,0
MOT20,V003,2153,switch,S_r,1782,681,1621,0.9544,0.5609,0.3935,0,0.6459,1.056996,0.0140,0.0577,2.0,0
MOT20,V003,2156,switch,S_h,1365,684,1780,0.1571,0.1220,0.0351,0,,,,0.1851,,0
MOT20,V003,2157,switch,S_c,1849,244,1627,0.6406,0.3017,0.3389,0,,,,0.1414,,0
MOT20,V003,2160,switch,S_h,1621,681,1782,0.6716,0.0000,0.6716,0,,,,0.0892,,0
MOT20,V003,2161,switch,S_h,1782,681,1782,0.9081,0.0000,0.9081,0,,,,0.0699,,0
MOT20,V003,2163,switch,S_h,1621,681,1782,0.0000,0.0000,0.0000,0,,,,0.0671,,0
MOT20,V003,2165,switch,S_r,1730,636,1713,0.9200,0.4551,0.4650,0,,,0.0193,0.0643,5.0,0
MOT20,V003,2172,switch,S_r,1405,641,1361,0.8876,0.5930,0.2947,0,0.9703,2.415406,0.0391,0.0600,7.0,0
MOT20,V003,2177,switch,S_r,1361,641,1405,0.8470,0.4042,0.4428,0,-0.9603,1.031220,0.0201,0.0567,3.0,0
MOT20,V003,2180,switch,S_h,1722,685,1859,0.2764,0.1970,0.0794,0,,,,0.0738,,0
MOT20,V003,2190,switch,S_h,1705,652,1694,0.5302,0.5203,0.0098,0,,,,0.0727,,1
MOT20,V003,2192,switch,S_r,1465,701,1410,0.4694,0.4446,0.0249,0,0.9310,9.317490,0.3074,0.0644,9.0,1
MOT20,V003,2196,switch,S_r,1410,660,1405,0.9099,0.6412,0.2687,0,-0.9606,1.582403,0.0133,0.0579,8.0,0
MOT20,V003,2196,switch,S_r,1405,701,1465,0.9454,0.4258,0.5196,0,0.8434,1.206430,0.0183,0.0584,11.0,0
MOT20,V003,2198,switch,S_h,1694,656,1688,0.7707,0.6692,0.1016,0,,,,0.0427,,1
MOT20,V003,2200,switch,S_r,1870,656,1694,0.6540,0.4266,0.2273,0,-0.9907,3.185530,0.3202,0.0416,7.0,0
MOT20,V003,2201,switch,S_r,1694,665,1450,0.8611,0.4744,0.3866,0,0.9918,1.636096,0.0403,0.0503,10.0,0
MOT20,V003,2204,switch,S_c,1887,637,1465,0.5064,0.4936,0.0127,0,,,,0.1414,,1
MOT20,V003,2204,switch,S_h,1465,641,1361,0.2719,0.1432,0.1287,0,,,,0.0736,,0
MOT20,V003,2207,switch,S_h,1888,640,1700,0.3537,0.2584,0.0952,0,,,,0.0928,,1
MOT20,V003,2215,switch,S_r,1859,680,1425,0.9636,0.5928,0.3707,0,,,0.0062,0.0572,2.0,0
MOT20,V003,2217,switch,S_r,1881,664,1788,0.9491,0.3257,0.6234,0,0.8721,1.567021,0.0096,0.0590,4.0,0
MOT20,V003,2221,switch,S_r,1361,634,1554,0.8736,0.4836,0.3900,0,0.9791,1.890617,0.0377,0.0539,6.0,0
MOT20,V003,2222,switch,S_r,1895,558,1775,0.9542,0.4225,0.5317,0,0.7194,1.007782,0.0143,0.0583,5.0,0
MOT20,V003,2224,switch,S_r,1846,685,1722,0.4958,0.0000,0.4958,0,-0.2713,9.654198,0.1478,0.0458,0.0,0
MOT20,V003,2226,switch,S_r,1904,686,1891,0.7703,0.6532,0.1172,0,0.7516,3.834825,0.0770,0.0560,3.0,1
MOT20,V003,2227,switch,S_h,1775,558,1895,0.5389,0.3615,0.1774,0,,,,0.0614,,1
MOT20,V003,2227,switch,S_r,1450,656,1870,0.8579,0.4911,0.3668,0,,,0.0560,0.0537,7.0,0
MOT20,V003,2227,switch,S_r,1907,664,1881,0.6127,0.3417,0.2710,0,-0.7120,10.436177,0.0852,0.0730,6.0,0
MOT20,V003,2229,switch,S_c,1912,137,1899,0.4506,0.0446,0.4061,0,,,,0.1414,,0
MOT20,V003,2229,switch,S_r,1882,662,1362,0.6948,0.5669,0.1278,0,0.2680,1.735444,0.0476,0.0675,10.0,1
MOT20,V003,2230,switch,S_r,1554,647,1506,0.9362,0.5429,0.3933,0,0.9857,1.538711,0.0228,0.0587,14.0,0
MOT20,V003,2234,switch,S_r,1491,660,1410,0.9026,0.5513,0.3513,0,0.9357,1.073751,0.0389,0.0606,8.0,0
MOT20,V003,2236,switch,S_r,1410,660,1491,0.7827,0.2662,0.5165,0,,,0.0500,0.0552,9.0,0
MOT20,V003,2236,switch,S_r,1881,704,1404,0.7005,0.5471,0.1534,0,0.9423,4.959482,0.0443,0.0511,8.0,1
MOT20,V003,2237,switch,S_r,1897,214,1917,0.5995,0.5563,0.0432,0,0.2497,21.477323,0.2236,0.0586,2.0,1
MOT20,V003,2239,switch,S_r,1491,660,1410,0.8099,0.2967,0.5132,0,0.9767,1.732668,0.0493,0.0621,7.0,0
MOT20,V003,2241,switch,S_r,1788,704,1881,0.8335,0.4524,0.3811,0,-0.0014,1.038406,0.0300,0.0543,8.0,0
MOT20,V003,2243,switch,S_r,1733,624,1897,0.9461,0.2936,0.6524,0,1.0000,1.514216,0.0231,0.0584,2.0,0
MOT20,V003,2243,switch,S_h,1410,635,1491,0.5298,0.3786,0.1511,0,,,,0.0496,,1
MOT20,V003,2243,switch,S_r,1361,657,1678,0.8281,0.2743,0.5538,0,-0.1146,3.489667,0.0318,0.0616,6.0,0
MOT20,V003,2244,switch,S_r,1922,255,1499,0.8577,0.7129,0.1448,0,0.0270,12.337837,0.0303,0.0620,8.0,1
MOT20,V003,2244,switch,S_r,1588,610,1753,0.7309,0.7267,0.0042,0,-0.5830,2.463846,0.0205,0.0548,6.0,1
MOT20,V003,2244,switch,S_c,1926,623,1733,0.5113,0.3812,0.1301,0,,,,0.1414,,1
MOT20,V003,2245,switch,S_r,1918,236,1455,0.9322,0.6395,0.2927,0,,,0.0198,0.0639,5.0,0
MOT20,V003,2246,switch,S_h,1499,255,1922,0.6698,0.4554,0.2144,0,,,,0.0651,,0
MOT20,V003,2246,switch,S_h,1753,610,1588,0.7005,0.1859,0.5146,0,,,,0.0674,,0
MOT20,V003,2249,switch,S_r,1694,656,1450,0.9301,0.4181,0.5120,0,-0.1789,1.397542,0.0099,0.0567,7.0,0
MOT20,V003,2250,switch,S_h,1730,700,1536,0.5615,0.4400,0.1215,0,,,,0.0615,,1
MOT20,V003,2250,switch,S_r,1404,704,1788,0.6730,0.4554,0.2176,0,-0.9371,1.028953,0.0684,0.0544,7.0,0
MOT20,V003,2251,switch,S_r,1722,680,1859,0.6357,0.3555,0.2802,0,-0.3710,1.717716,0.0945,0.0513,3.0,0
MOT20,V003,2252,switch,S_r,1450,652,1705,0.9530,0.5061,0.4468,0,,,0.0068,0.0594,7.0,0
MOT20,V003,2257,switch,S_h,1455,236,1918,0.7243,0.4292,0.2951,0,,,,0.0748,,0
MOT20,V003,2258,switch,S_r,1406,680,1722,0.9255,0.2433,0.6822,0,0.3387,8.856887,0.0019,0.0578,2.0,0
MOT20,V003,2260,switch,S_r,1678,646,1489,0.6439,0.5022,0.1417,0,0.8114,4.378271,0.0353,0.0473,8.0,1
MOT20,V003,2264,switch,S_r,1705,644,1605,0.9537,0.4485,0.5052,0,,,0.0126,0.0558,9.0,0
MOT20,V003,2264,switch,S_r,1722,680,1406,0.9295,0.7381,0.1913,0,,,0.0151,0.0598,4.0,1
MOT20,V003,2266,switch,S_r,1891,686,1904,0.9146,0.0829,0.8316,0,0.9901,1.330281,0.0662,0.0585,1.0,0
MOT20,V003,2267,switch,S_r,1536,700,1730,0.6080,0.5001,0.1079,0,0.9945,2.409608,0.1087,0.0546,5.0,1
MOT20,V003,2268,switch,S_r,1489,646,1678,0.5273,0.4724,0.0548,0,,,0.1444,0.0642,6.0,1
MOT20,V003,2268,switch,S_h,1410,647,1554,0.5477,0.3159,0.2318,0,,,,0.0699,,0
MOT20,V003,2270,switch,S_r,1678,648,1438,0.8275,0.4963,0.3312,0,0.2631,1.140175,0.0321,0.0628,9.0,0
MOT20,V003,2272,switch,S_r,1881,646,1489,0.8625,0.8071,0.0555,0,0.7367,1.430660,0.0572,0.0566,10.0,1
MOT20,V003,2274,switch,S_r,1489,646,1881,0.9668,0.6074,0.3594,0,,,0.0062,0.0604,8.0,0
MOT20,V003,2275,switch,S_h,1918,229,1460,0.7770,0.4435,0.3335,0,,,,0.0639,,0
MOT20,V003,2276,switch,S_r,1881,652,1450,0.8558,0.7481,0.1077,0,0.9938,2.500000,0.0271,0.0576,7.0,1
MOT20,V003,2277,switch,S_r,1460,229,1918,0.9615,0.5700,0.3915,0,,,0.0072,0.0586,7.0,0
MOT20,V003,2277,switch,S_r,1609,628,1390,0.6407,0.5744,0.0662,0,-0.3072,1.218839,0.0796,0.0622,4.0,1
MOT20,V003,2278,switch,S_h,1450,652,1881,0.8015,0.3848,0.4167,0,,,,0.0566,,0
MOT20,V003,2281,switch,S_r,1678,635,1410,0.7196,0.3934,0.3263,0,0.9810,1.407691,0.1261,0.0477,6.0,0
MOT20,V003,2282,switch,S_c,1954,647,1410,0.5878,0.3653,0.2225,0,,,,0.1414,,0
MOT20,V003,2283,switch,S_r,1361,646,1489,0.8848,0.5594,0.3254,0,0.9348,3.239642,0.0166,0.0567,8.0,0
MOT20,V003,2285,switch,S_r,1647,628,1609,0.7222,0.2969,0.4253,0,0.8615,4.000000,0.0528,0.0645,3.0,0
MOT20,V003,2285,switch,S_r,1410,647,1954,0.7035,0.6875,0.0160,0,-0.9886,1.075543,0.0635,0.0540,8.0,1
MOT20,V003,2286,switch,S_r,1609,628,1609,0.6603,0.2835,0.3768,0,-0.8208,5.048396,0.1116,0.0604,3.0,0
MOT20,V003,2288,switch,S_r,1410,635,1678,0.8917,0.3926,0.4991,0,-0.1041,6.400474,0.0444,0.0653,6.0,0
MOT20,V003,2288,switch,S_r,1888,644,1705,0.9335,0.6310,0.3024,0,0.9447,1.162052,0.0437,0.0561,8.0,0
MOT20,V003,2289,switch,S_r,1404,638,1430,0.8902,0.5459,0.3444,0,,,0.0299,0.0550,5.0,0
MOT20,V003,2289,switch,S_h,1678,647,1410,0.5173,0.4234,0.0939,0,,,,0.0551,,1
MOT20,V003,2292,switch,S_r,1954,635,1410,0.6182,0.5900,0.0282,0,0.9986,2.493108,0.1219,0.0556,6.0,1
MOT20,V003,2298,switch,S_h,1489,646,1361,0.6111,0.3307,0.2805,0,,,,0.0955,,0
MOT20,V003,2298,switch,S_r,1361,652,1450,0.8923,0.4794,0.4129,0,0.9114,1.308258,0.0174,0.0609,4.0,0
MOT20,V003,2300,switch,S_r,1954,648,1678,0.9079,0.3294,0.5784,0,0.0102,2.306002,0.0116,0.0547,5.0,0
MOT20,V003,2301,switch,S_r,1489,652,1450,0.8636,0.1473,0.7163,0,0.7071,2.514157,0.0555,0.0566,3.0,0
MOT20,V003,2303,switch,S_h,1361,646,1361,0.3644,0.3468,0.0176,0,,,,0.0474,,1
MOT20,V003,2307,switch,S_r,1817,646,1361,0.7609,0.3554,0.4055,0,-0.8192,3.661967,0.0553,0.0607,4.0,0
MOT20,V003,2309,switch,S_r,1410,648,1954,0.9211,0.3489,0.5722,0,0.9297,3.420526,0.0081,0.0572,6.0,0
MOT20,V003,2312,switch,S_h,1907,638,1404,0.4619,0.4253,0.0366,0,,,,0.0711,,1
MOT20,V003,2313,switch,S_r,1567,642,1654,0.9119,0.7264,0.1855,0,,,0.0182,0.0536,6.0,1
MOT20,V003,2315,switch,S_h,1430,638,1907,0.5763,0.3659,0.2103,0,,,,0.0784,,0
MOT20,V003,2320,switch,S_r,1404,705,1447,0.9220,0.6075,0.3145,0,0.7237,1.980460,0.0211,0.0589,6.0,0
MOT20,V003,2328,switch,S_r,1598,612,1601,0.7905,0.4816,0.3089,0,-0.9677,2.127751,0.0143,0.0566,8.0,0
MOT20,V003,2331,switch,S_r,1775,505,1769,0.9101,0.2475,0.6626,0,0.2343,1.287617,0.0131,0.0566,3.0,0
MOT20,V003,2331,switch,S_h,1447,705,1404,0.1737,0.0169,0.1568,0,,,,0.0744,,0
MOT20,V003,2332,switch,S_r,1634,629,1609,0.8725,0.0076,0.8649,0,0.9998,1.250309,0.0413,0.0621,1.0,0
MOT20,V003,2332,switch,S_r,1654,633,1671,0.7796,0.5507,0.2289,0,0.1159,6.768706,0.0128,0.0609,3.0,0
MOT20,V003,2345,switch,S_h,1492,613,1718,0.3120,0.2624,0.0496,0,,,,0.0622,,1
MOT20,V003,2350,switch,S_r,1598,613,1492,0.8160,0.5292,0.2868,0,0.3587,2.077471,0.0629,0.0574,5.0,0
MOT20,V003,2351,switch,S_h,1492,613,1492,0.6863,0.3928,0.2935,0,,,,0.0641,,0
MOT20,V003,2352,switch,S_h,1567,236,1455,0.3857,0.1848,0.2010,0,,,,0.0570,,0
MOT20,V003,2354,switch,S_r,1450,236,1567,0.7411,0.4849,0.2562,0,,,0.0449,0.0716,3.0,0
MOT20,V003,2354,switch,S_r,1598,613,1492,0.8432,0.5559,0.2873,0,-0.5369,4.460507,0.0601,0.0567,5.0,0
MOT20,V003,2355,switch,S_h,1567,236,1567,0.6437,0.4306,0.2132,0,,,,0.0582,,0
MOT20,V003,2358,switch,S_r,1432,253,1472,0.6764,0.5977,0.0787,0,-0.8731,1.676948,0.0408,0.0544,5.0,1
MOT20,V003,2358,switch,S_r,2003,689,1997,0.6513,0.0000,0.6513,0,0.9916,4.295453,0.2001,0.0567,0.0,0
MOT20,V003,2361,switch,S_h,1472,253,1432,0.4955,0.2558,0.2397,0,,,,0.0823,,0
MOT20,V003,2361,switch,S_c,2008,558,1775,0.3303,0.3183,0.0120,0,,,,0.1414,,1
MOT20,V003,2363,switch,S_h,1432,253,1472,0.4801,0.4143,0.0658,0,,,,0.0620,,1
MOT20,V003,2374,switch,S_h,1472,253,1432,0.8086,0.2873,0.5213,0,,,,0.0624,,0
MOT20,V003,2377,switch,S_r,1598,610,1753,0.8653,0.2857,0.5797,0,0.7443,4.107236,0.0079,0.0579,2.0,0
MOT20,V003,2381,switch,S_h,1555,230,1665,0.1974,0.0738,0.1236,0,,,,0.0637,,0
MOT20,V003,2381,switch,S_r,1907,254,1468,0.9758,0.4557,0.5201,0,0.9976,1.801996,0.0077,0.0567,5.0,0
MOT20,V003,2381,switch,S_c,2023,576,1819,0.4949,0.3343,0.1607,0,,,,0.1414,,1
MOT20,V003,2382,switch,S_r,1404,253,1472,0.8484,0.6674,0.1810,0,-0.1498,3.708515,0.0437,0.0561,8.0,1
MOT20,V003,2383,switch,S_h,1472,253,1472,0.7570,0.2654,0.4915,0,,,,0.0738,,0
MOT20,V003,2384,switch,S_r,1982,716,1988,0.9666,0.4083,0.5583,0,0.9970,1.200206,0.0342,0.0582,2.0,0
MOT20,V003,2384,switch,S_r,1988,723,1982,0.9752,0.3923,0.5829,0,0.9934,1.219341,0.0243,0.0577,2.0,0
MOT20,V003,2391,switch,S_r,1880,139,1787,0.9584,0.2513,0.7071,0,0.9728,1.371399,0.0181,0.0576,5.0,0
MOT20,V003,2391,switch,S_h,1787,140,1880,0.6111,0.4114,0.1997,0,,,,0.0655,,1
MOT20,V003,2393,switch,S_h,1468,254,1907,0.7121,0.2236,0.4884,0,,,,0.0668,,0
MOT20,V003,2394,switch,S_h,1449,226,1590,0.5425,0.4072,0.1353,0,,,,0.0629,,1
MOT20,V003,2401,switch,S_r,1796,140,1787,0.8623,0.5506,0.3118,0,0.9676,1.994824,0.0572,0.0565,9.0,0
MOT20,V003,2401,switch,S_r,1787,142,1796,0.8988,0.5733,0.3255,0,0.5401,3.374012,0.0080,0.0569,8.0,0
MOT20,V003,2401,switch,S_h,1495,221,1597,0.2293,0.1564,0.0728,0,,,,0.0608,,0
MOT20,V004,7,switch,S_c,2278,349,2254,0.4166,0.3874,0.0292,0,,,,0.1414,,1
MOT20,V004,8,switch,S_r,2254,573,2252,0.9283,0.4179,0.5104,0,0.9280,1.148518,0.0298,0.0585,11.0,0
MOT20,V004,10,switch,S_r,2253,374,2266,0.8986,0.4221,0.4766,0,0.9018,1.016861,0.0324,0.0598,7.0,0
MOT20,V004,11,switch,S_r,2248,373,2259,0.8660,0.4372,0.4288,0,0.8195,2.188271,0.0252,0.0589,2.0,0
MOT20,V004,46,switch,S_r,2324,1167,2321,0.8923,0.5502,0.3420,0,0.9968,4.453536,0.0411,0.0644,3.0,0
MOT20,V004,48,switch,S_c,2330,224,2276,0.4326,0.3900,0.0426,0,,,,0.1414,,1
MOT20,V004,65,switch,S_r,2337,297,2191,0.4657,0.4162,0.0496,0,0.9983,2.307376,0.1691,0.0603,5.0,1
MOT20,V004,87,switch,S_h,2201,376,2243,0.4079,0.0578,0.3501,0,,,,0.0697,,0
MOT20,V004,89,switch,S_h,2216,269,2226,0.5030,0.0000,0.5030,0,,,,0.0660,,0
MOT20,V004,95,switch,S_r,2366,169,2185,0.9033,0.8036,0.0997,0,,,0.0175,0.0651,9.0,1
MOT20,V004,97,switch,S_c,2370,135,2086,0.5553,0.1543,0.4011,0,,,,0.1414,,0
MOT20,V004,110,switch,S_h,2185,169,2366,0.4736,0.3908,0.0828,0,,,,0.0589,,1
MOT20,V004,117,switch,S_r,2201,381,2214,0.7338,0.4510,0.2828,0,,,0.0759,0.0580,5.0,0
MOT20,V004,118,switch,S_r,2383,145,2375,0.4042,0.2748,0.1294,0,-0.8547,10.957535,0.1737,0.0834,5.0,1
MOT20,V004,118,switch,S_r,2385,215,2380,0.9272,0.5455,0.3817,0,,,0.0206,0.0637,7.0,0
