dataset,seq,frame,type,class,track_id,gt_id_new,old_hid,top1,top2,margin,no_box,cos_theta,r_v,v_obs_norm,sigma_norm,n_neighbor,geom_020
SportsMOT,V011,554,switch,S_c,338,14,335,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,555,switch,S_c,339,17,328,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,557,switch,S_c,340,20,305,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,559,switch,S_c,341,20,305,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,562,switch,S_c,347,16,302,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,566,switch,S_c,355,7,311,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,572,switch,S_c,366,5,337,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,578,switch,S_h,340,9,303,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,583,switch,S_c,378,4,336,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,585,switch,S_c,380,0,300,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,595,switch,S_c,396,4,336,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,605,switch,S_c,406,19,304,0.5927,0.0000,0.5927,0,,,,0.1414,,0
SportsMOT,V011,662,switch,S_r,408,3,331,0.6953,0.0000,0.6953,0,1.0000,1.277294,0.2264,0.0590,0.0,0
SportsMOT,V011,673,switch,S_r,409,18,329,0.8941,0.0000,0.8941,0,1.0000,1.107753,0.1926,0.0594,0.0,0
SportsMOT,V011,675,switch,S_c,410,6,307,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,678,switch,S_c,411,14,338,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,715,switch,S_c,412,21,407,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,942,switch,S_c,413,3,408,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,946,switch,S_c,414,4,396,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,967,switch,S_c,418,15,315,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,968,switch,S_c,420,8,319,0.1665,0.0000,0.1665,0,,,,0.1414,,0
SportsMOT,V011,981,switch,S_c,434,13,309,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,983,switch,S_r,428,18,409,0.8506,0.0000,0.8506,0,0.9982,1.182086,0.1199,0.0606,0.0,0
SportsMOT,V011,984,switch,S_c,439,13,309,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,998,switch,S_c,454,14,411,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,1013,switch,S_c,455,12,318,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,1037,switch,S_c,456,13,439,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,1038,switch,S_c,457,17,339,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,1053,switch,S_c,458,9,340,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,1094,switch,S_c,459,9,458,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,1124,switch,S_c,461,0,380,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,1133,switch,S_c,462,16,347,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V011,1163,switch,S_r,341,3,413,0.9366,0.3786,0.5581,0,0.9920,1.379182,0.0377,0.0564,1.0,0
SportsMOT,V011,1163,switch,S_r,413,20,341,0.9801,0.3476,0.6325,0,0.9971,1.955761,0.0048,0.0571,1.0,0
SportsMOT,V012,9,switch,S_c,478,7,470,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V012,15,switch,S_c,486,8,483,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V012,106,switch,S_c,500,1,466,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V012,116,switch,S_c,501,6,498,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V012,131,switch,S_c,502,0,467,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V012,256,switch,S_c,510,7,478,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V012,302,switch,S_c,511,12,504,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V012,306,switch,S_c,512,15,507,0.5527,0.0000,0.5527,0,,,,0.1414,,0
SportsMOT,V012,355,switch,S_c,513,17,509,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V012,365,switch,S_c,514,4,468,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V012,422,switch,S_c,516,9,493,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V012,451,switch,S_c,517,13,506,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V012,460,switch,S_c,518,16,508,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V012,463,switch,S_c,519,17,513,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V012,511,switch,S_c,520,9,516,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,94,switch,S_c,538,17,521,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,263,switch,S_c,543,7,529,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,279,switch,S_c,545,9,526,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,280,switch,S_r,544,10,533,0.8944,0.0000,0.8944,0,0.9876,1.120025,0.0870,0.0594,0.0,0
SportsMOT,V013,293,switch,S_c,546,19,542,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,360,switch,S_c,547,2,522,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,362,switch,S_c,548,9,545,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,367,switch,S_c,552,7,543,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,370,switch,S_h,548,8,531,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,375,switch,S_c,567,8,531,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,377,switch,S_c,571,6,536,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,381,switch,S_c,578,3,535,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,382,switch,S_h,560,4,527,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,385,switch,S_h,560,1,528,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,389,switch,S_c,599,0,523,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,392,switch,S_c,613,1,528,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,405,switch,S_c,654,5,534,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,405,switch,S_c,653,9,545,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,406,switch,S_c,655,4,527,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,410,switch,S_c,657,8,567,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,410,switch,S_c,656,11,524,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,411,switch,S_c,658,0,599,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,412,switch,S_c,661,1,613,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,412,switch,S_c,660,6,571,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,412,switch,S_c,659,7,552,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,412,switch,S_c,662,12,530,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,415,switch,S_c,664,15,539,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,418,switch,S_h,552,2,547,0.6942,0.0000,0.6942,0,,,,0.0674,,0
SportsMOT,V013,418,switch,S_h,613,4,655,0.6660,0.0000,0.6660,0,,,,0.0649,,0
SportsMOT,V013,420,switch,S_c,668,4,655,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,420,switch,S_h,613,6,660,0.7817,0.0000,0.7817,0,,,,0.0668,,0
SportsMOT,V013,421,switch,S_c,670,2,552,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,421,switch,S_h,599,4,655,0.3396,0.0000,0.3396,0,,,,0.0730,,0
SportsMOT,V013,421,switch,S_h,655,6,660,0.3248,0.0000,0.3248,0,,,,0.0750,,0
SportsMOT,V013,422,switch,S_h,668,6,660,0.1286,0.0923,0.0363,0,,,,0.1414,,0
SportsMOT,V013,422,switch,S_h,567,9,653,0.6878,0.0000,0.6878,0,,,,0.0657,,0
SportsMOT,V013,423,switch,S_c,673,4,655,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,423,switch,S_h,599,6,660,0.3285,0.0000,0.3285,0,,,,0.0707,,0
SportsMOT,V013,424,switch,S_r,673,6,660,0.3939,0.1053,0.2886,0,,,0.1668,0.0703,0.0,0
SportsMOT,V013,424,switch,S_c,676,13,525,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,425,switch,S_c,678,6,660,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,426,switch,S_c,682,4,655,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,427,switch,S_r,682,6,678,0.7853,0.7789,0.0064,0,,,0.0429,0.0700,1.0,1
SportsMOT,V013,429,switch,S_c,691,6,678,0.1062,0.0000,0.1062,0,,,,0.1414,,0
SportsMOT,V013,430,switch,S_c,694,4,655,0.0636,0.0000,0.0636,0,,,,0.1414,,0
SportsMOT,V013,430,switch,S_c,695,20,541,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,432,switch,S_h,530,16,540,0.0000,0.0000,0.0000,0,,,,0.0528,,0
SportsMOT,V013,432,switch,S_c,698,20,541,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,433,switch,S_c,705,6,678,0.4939,0.0000,0.4939,0,,,,0.1414,,0
SportsMOT,V013,433,switch,S_c,703,9,653,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,435,switch,S_c,707,16,530,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,443,switch,S_r,663,17,538,0.1286,0.0000,0.1286,0,,,0.2049,0.0581,0.0,0
SportsMOT,V013,443,switch,S_r,719,18,537,0.4442,0.0000,0.4442,0,0.9999,1.578144,0.3295,0.0619,0.0,0
SportsMOT,V013,446,switch,S_c,726,14,532,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,447,switch,S_c,728,17,538,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,448,switch,S_c,729,14,532,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,449,switch,S_r,662,10,544,0.4568,0.4532,0.0036,0,0.8757,2.222362,0.2962,0.0554,1.0,1
SportsMOT,V013,453,switch,S_c,730,12,662,0.1841,0.0000,0.1841,0,,,,0.1414,,0
SportsMOT,V013,454,switch,S_r,694,6,705,0.5161,0.4599,0.0561,0,0.9915,4.324600,0.1641,0.0577,2.0,1
SportsMOT,V013,455,switch,S_c,732,4,694,0.1105,0.0000,0.1105,0,,,,0.1414,,0
SportsMOT,V013,455,switch,S_c,733,10,662,0.4778,0.0000,0.4778,0,,,,0.1414,,0
SportsMOT,V013,458,switch,S_r,732,6,694,0.4629,0.0000,0.4629,0,-0.9729,2.222882,0.0338,0.0642,0.0,0
SportsMOT,V013,458,switch,S_c,734,7,659,0.0314,0.0000,0.0314,0,,,,0.1414,,0
SportsMOT,V013,458,switch,S_c,736,8,657,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,459,switch,S_c,737,11,656,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,459,switch,S_c,738,13,676,0.1686,0.0000,0.1686,0,,,,0.1414,,0
SportsMOT,V013,459,switch,S_r,719,17,728,0.4868,0.4180,0.0689,0,-0.9659,12.287463,0.2379,0.0558,1.0,1
SportsMOT,V013,460,switch,S_c,740,18,719,0.0816,0.0000,0.0816,0,,,,0.1414,,0
SportsMOT,V013,461,switch,S_c,742,9,703,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,461,switch,S_c,744,17,728,0.3709,0.0000,0.3709,0,,,,0.1414,,0
SportsMOT,V013,461,switch,S_c,743,20,698,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,463,switch,S_h,726,14,729,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,464,switch,S_c,751,3,578,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,468,switch,S_c,761,4,732,0.5277,0.1194,0.4083,0,,,,0.1414,,0
SportsMOT,V013,469,switch,S_h,694,1,661,0.0000,0.0000,0.0000,0,,,,0.0861,,0
SportsMOT,V013,472,switch,S_c,771,1,661,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,475,switch,S_h,659,0,658,0.0000,0.0000,0.0000,0,,,,0.0640,,0
SportsMOT,V013,475,switch,S_h,719,14,726,0.0000,0.0000,0.0000,0,,,,0.0703,,0
SportsMOT,V013,476,switch,S_c,780,5,654,0.1429,0.0000,0.1429,0,,,,0.1414,,0
SportsMOT,V013,477,switch,S_h,728,14,726,0.0000,0.0000,0.0000,0,,,,0.0692,,0
SportsMOT,V013,478,switch,S_c,782,0,659,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,479,switch,S_c,783,14,726,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,488,switch,S_c,795,14,726,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V013,493,switch,S_c,801,4,761,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V014,130,switch,S_c,818,15,817,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V014,139,switch,S_c,819,14,816,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V014,290,switch,S_c,822,0,802,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V014,375,switch,S_c,823,14,819,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V014,505,switch,S_c,824,14,823,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V014,535,switch,S_c,825,15,818,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V015,131,switch,S_r,834,8,833,0.8696,0.4851,0.3845,0,-0.1339,1.273131,0.0134,0.0619,4.0,0
SportsMOT,V015,132,switch,S_r,832,9,834,0.8735,0.3468,0.5267,0,0.3051,1.090528,0.0250,0.0616,3.0,0
SportsMOT,V015,133,switch,S_h,833,6,832,0.6971,0.2722,0.4248,0,,,,0.0556,,0
SportsMOT,V015,235,switch,S_c,836,2,829,0.4585,0.0000,0.4585,0,,,,0.1414,,0
SportsMOT,V015,245,switch,S_r,836,4,827,0.9109,0.5407,0.3703,0,0.9753,1.273859,0.0358,0.0563,2.0,0
SportsMOT,V015,247,switch,S_h,827,4,827,0.8413,0.3332,0.5081,0,,,,0.0608,,0
SportsMOT,V015,305,switch,S_c,837,6,833,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V015,309,switch,S_c,838,9,832,0.4975,0.0000,0.4975,0,,,,0.1414,,0
SportsMOT,V015,371,switch,S_r,834,5,826,0.9461,0.3381,0.6080,0,0.9999,1.181362,0.0513,0.0587,4.0,0
SportsMOT,V015,371,switch,S_h,826,8,834,0.6305,0.2730,0.3575,0,,,,0.0767,,0
SportsMOT,V015,651,switch,S_h,836,3,830,0.4014,0.2786,0.1228,0,,,,0.0783,,1
SportsMOT,V015,654,switch,S_r,830,2,836,0.8469,0.4755,0.3713,0,0.8038,1.270438,0.0603,0.0594,4.0,0
SportsMOT,V015,669,switch,S_r,837,5,834,0.6866,0.4403,0.2463,0,-0.4758,2.660004,0.0747,0.0571,2.0,0
SportsMOT,V015,669,switch,S_r,834,6,837,0.9268,0.6582,0.2687,0,0.9994,1.614241,0.0336,0.0578,3.0,0
SportsMOT,V015,692,switch,S_c,841,0,831,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V015,714,switch,S_c,842,4,827,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V015,715,switch,S_c,843,1,828,0.3782,0.0000,0.3782,0,,,,0.1414,,0
SportsMOT,V015,748,switch,S_r,836,8,826,0.7543,0.2836,0.4706,0,0.6903,1.355840,0.0751,0.0521,4.0,0
SportsMOT,V015,756,switch,S_c,844,3,836,0.3621,0.2229,0.1392,0,,,,0.1414,,1
SportsMOT,V015,798,switch,S_c,845,0,841,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V016,29,switch,S_c,855,8,854,0.1527,0.0000,0.1527,0,,,,0.1414,,0
SportsMOT,V016,305,switch,S_c,858,8,855,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V016,336,switch,S_c,859,3,849,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V016,346,switch,S_c,860,7,853,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V016,681,switch,S_c,863,6,852,0.3508,0.2677,0.0831,0,,,,0.1414,,1
SportsMOT,V016,710,switch,S_c,864,6,863,0.4675,0.3902,0.0773,0,,,,0.1414,,1
SportsMOT,V016,754,switch,S_r,848,4,846,0.7462,0.4361,0.3100,0,0.8227,1.872239,0.1113,0.0575,4.0,0
SportsMOT,V016,755,switch,S_h,846,1,848,0.5075,0.2289,0.2785,0,,,,0.0749,,0
SportsMOT,V016,763,switch,S_r,846,4,848,0.9493,0.5009,0.4483,0,,,0.0009,0.0557,1.0,0
SportsMOT,V016,766,switch,S_h,848,4,848,0.7101,0.5335,0.1766,0,,,,0.0649,,1
SportsMOT,V016,769,switch,S_r,858,1,846,0.8486,0.6570,0.1916,0,0.7942,2.216103,0.0221,0.0575,2.0,1
SportsMOT,V016,769,switch,S_r,846,8,858,0.8715,0.4792,0.3923,0,,,0.0330,0.0582,2.0,0
SportsMOT,V016,798,switch,S_c,867,5,851,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V016,834,switch,S_c,868,3,859,0.1845,0.0822,0.1023,0,,,,0.1414,,0
SportsMOT,V016,860,switch,S_c,869,5,867,0.3257,0.0631,0.2626,0,,,,0.1414,,0
SportsMOT,V016,864,switch,S_c,870,0,850,0.5266,0.0000,0.5266,0,,,,0.1414,,0
SportsMOT,V016,867,switch,S_r,869,0,870,0.8972,0.4508,0.4464,0,0.9258,1.734658,0.0264,0.0581,2.0,0
SportsMOT,V016,867,switch,S_r,870,5,869,0.9220,0.4727,0.4493,0,0.9993,1.217016,0.0552,0.0635,1.0,0
SportsMOT,V016,927,switch,S_c,872,9,854,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V016,937,switch,S_c,873,7,860,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V016,962,switch,S_c,874,5,870,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V016,995,switch,S_r,873,2,847,0.6725,0.3471,0.3254,0,0.2538,1.140260,0.0733,0.0592,2.0,0
SportsMOT,V016,995,switch,S_h,847,7,873,0.5524,0.2714,0.2810,0,,,,0.0631,,0
SportsMOT,V016,1005,switch,S_c,875,8,846,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V016,1020,switch,S_c,876,0,869,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,143,switch,S_r,887,1,885,0.9004,0.5214,0.3790,0,0.9998,1.871744,0.0205,0.0574,3.0,0
SportsMOT,V017,143,switch,S_r,885,7,887,0.8605,0.5311,0.3293,0,0.8991,1.699043,0.0670,0.0589,3.0,0
SportsMOT,V017,168,switch,S_c,890,1,887,0.5773,0.1342,0.4431,0,,,,0.1414,,0
SportsMOT,V017,170,switch,S_r,881,1,887,0.8315,0.5116,0.3199,0,0.2975,1.707786,0.0223,0.0597,4.0,0
SportsMOT,V017,170,switch,S_r,890,6,881,0.8151,0.4929,0.3223,0,0.3334,1.650644,0.0330,0.0624,4.0,0
SportsMOT,V017,250,switch,S_c,891,2,878,0.0578,0.0000,0.0578,0,,,,0.1414,,0
SportsMOT,V017,300,switch,S_c,892,1,881,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,320,switch,S_c,893,3,886,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,371,switch,S_c,894,2,891,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,387,switch,S_c,895,8,882,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,469,switch,S_c,897,9,883,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,581,switch,S_r,890,4,884,0.9455,0.3800,0.5655,0,0.9395,1.261600,0.0174,0.0581,3.0,0
SportsMOT,V017,581,switch,S_r,884,6,890,0.8827,0.3427,0.5400,0,0.9410,1.898613,0.0402,0.0579,3.0,0
SportsMOT,V017,737,switch,S_c,898,9,897,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,740,switch,S_c,899,6,884,0.1003,0.0000,0.1003,0,,,,0.1414,,0
SportsMOT,V017,748,switch,S_c,900,8,895,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,755,switch,S_r,901,3,893,0.9201,0.0818,0.8383,0,0.9986,1.045428,0.1315,0.0650,1.0,0
SportsMOT,V017,759,switch,S_c,902,5,880,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,775,switch,S_c,903,7,885,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,846,switch,S_c,904,1,892,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,908,switch,S_r,900,6,899,0.7678,0.4909,0.2769,0,0.9036,2.095309,0.0690,0.0617,2.0,0
SportsMOT,V017,908,switch,S_r,899,8,900,0.9397,0.4755,0.4643,0,0.3693,1.568313,0.0159,0.0579,2.0,0
SportsMOT,V017,978,switch,S_c,905,1,904,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,1022,switch,S_c,906,4,890,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,1022,switch,S_c,907,5,902,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,1032,switch,S_c,908,2,894,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,1032,switch,S_c,909,3,901,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,1035,switch,S_c,910,2,908,0.0648,0.0000,0.0648,0,,,,0.1414,,0
SportsMOT,V017,1040,switch,S_c,911,7,903,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,1043,switch,S_c,916,0,879,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,1044,switch,S_r,906,2,910,0.6289,0.0425,0.5864,0,0.6680,1.012091,0.1301,0.0581,1.0,0
SportsMOT,V017,1045,switch,S_c,919,0,879,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V017,1045,switch,S_c,918,4,906,0.2415,0.0910,0.1505,0,,,,0.1414,,0
SportsMOT,V018,232,switch,S_c,930,7,922,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V018,245,switch,S_c,931,6,926,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V018,248,switch,S_c,932,8,929,0.0671,0.0000,0.0671,0,,,,0.1414,,0
SportsMOT,V018,359,switch,S_r,930,1,925,0.8844,0.1768,0.7075,0,0.8936,1.593835,0.0234,0.0546,2.0,0
SportsMOT,V018,362,switch,S_r,925,7,930,0.8289,0.4342,0.3947,0,0.6538,1.027021,0.0539,0.0603,5.0,0
SportsMOT,V018,380,switch,S_r,927,2,924,0.9770,0.4611,0.5159,0,0.9844,1.105944,0.0144,0.0578,2.0,0
SportsMOT,V018,380,switch,S_r,924,5,927,0.9426,0.4848,0.4578,0,0.8921,2.228246,0.0127,0.0570,2.0,0
SportsMOT,V018,471,switch,S_c,935,9,928,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V018,503,switch,S_c,936,2,927,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V018,514,switch,S_c,937,8,932,0.0101,0.0000,0.0101,0,,,,0.1414,,0
SportsMOT,V018,523,switch,S_c,938,0,920,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V018,534,switch,S_c,939,6,931,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V018,537,switch,S_r,940,4,923,0.9703,0.3596,0.6108,0,0.9992,1.074403,0.0680,0.0627,1.0,0
SportsMOT,V019,278,switch,S_r,951,1,943,0.9334,0.2236,0.7098,0,0.8829,1.381913,0.0245,0.0555,2.0,0
SportsMOT,V019,281,switch,S_r,949,9,951,0.7289,0.4707,0.2582,0,-0.0345,4.536455,0.0188,0.0584,3.0,0
SportsMOT,V019,282,switch,S_c,952,7,949,0.4073,0.2286,0.1787,0,,,,0.1414,,1
SportsMOT,V019,296,switch,S_r,949,7,952,0.9391,0.5649,0.3742,0,0.9281,1.610228,0.0191,0.0573,5.0,0
SportsMOT,V019,296,switch,S_r,952,9,949,0.6939,0.5116,0.1823,0,0.5945,9.844570,0.0961,0.0548,4.0,1
SportsMOT,V019,328,switch,S_r,950,7,949,0.8970,0.6086,0.2884,0,0.6937,1.794437,0.0344,0.0581,3.0,0
SportsMOT,V019,341,switch,S_h,949,6,948,0.6901,0.5422,0.1479,0,,,,0.0532,,1
SportsMOT,V019,343,switch,S_h,948,8,950,0.7044,0.5128,0.1916,0,,,,0.0630,,1
SportsMOT,V019,388,switch,S_c,953,4,946,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V019,408,switch,S_c,954,2,945,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V019,447,switch,S_c,955,0,942,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V019,456,switch,S_r,956,1,951,0.9072,0.0000,0.9072,0,,,0.0170,0.0624,0.0,0
SportsMOT,V019,477,switch,S_r,953,0,955,0.9431,0.5642,0.3789,0,0.9999,1.189304,0.0624,0.0571,1.0,0
SportsMOT,V019,478,switch,S_h,955,0,955,0.5412,0.1672,0.3740,0,,,,0.0840,,0
SportsMOT,V019,600,switch,S_c,957,7,950,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V019,606,switch,S_c,958,6,949,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V019,616,switch,S_c,959,9,952,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V019,628,switch,S_c,960,3,944,0.0000,0.0000,0.0000,0,,,,0.1414,,0
