ds,tag,eps0,gamma,fpr_det,tpr_Sr_frame,tpr_Sr_box,tpr_Sc_frame,tpr_Sc_box,tpr_Sh_frame,tpr_Sh_box,fpr_anchor,tpr_Sr_box_anchor,n_events_Sr,n_events_Sc,n_events_Sh
mot17,smoke,0.15,1.0,0.011280487804878048,0.3783783783783784,0.0,0.6153846153846154,0.0,0.4666666666666667,0.0,0.02972560975609756,0.0,37,13,15
mot17,smoke,0.15,1.25,0.015701219512195122,0.4594594594594595,0.0,0.6923076923076923,0.0,0.6,0.0,0.02972560975609756,0.0,37,13,15
mot17,smoke,0.15,1.5,0.02271341463414634,0.5675675675675675,0.0,0.7692307692307693,0.0,0.7333333333333333,0.0,0.02972560975609756,0.0,37,13,15
mot17,smoke,0.15,2.0,0.05198170731707317,0.7027027027027027,0.0,0.8461538461538461,0.0,0.9333333333333333,0.0,0.02972560975609756,0.0,37,13,15
mot17,smoke,0.2,1.0,0.01753048780487805,0.5135135135135135,0.0,0.6923076923076923,0.0,0.6666666666666666,0.0,0.02972560975609756,0.0,37,13,15
mot17,smoke,0.2,1.25,0.02972560975609756,0.5675675675675675,0.0,0.7692307692307693,0.0,0.8,0.0,0.02972560975609756,0.0,37,13,15
mot17,smoke,0.2,1.5,0.05198170731707317,0.7027027027027027,0.0,0.8461538461538461,0.0,0.9333333333333333,0.0,0.02972560975609756,0.0,37,13,15
mot17,smoke,0.2,2.0,0.10701219512195122,0.972972972972973,0.0,0.9230769230769231,0.0,1.0,0.0,0.02972560975609756,0.0,37,13,15
