seq,frame,type,gt_id_old,gt_id_new,track_id,old_hid,last_frame,gap,IoU_last,dx_last,dy_last,dist_last,IoU_prev,IoU_next,IoU_swap,dist_swap,area_ratio,na_flag
V001,317,switch,20,20,74,103,316,1,0.81359414,-5.75000000,-0.25000000,5.75543222,0.81359414,0.87834417,0.42632870,26.90227686,0.93213651,
V001,317,switch,25,25,25,119,310,7,0.27426383,-38.05000000,-1.85000000,38.09494717,,0.91841351,0.23460928,45.86556442,1.41402537,no_prev
V001,318,reuse,23,20,74,0,317,1,0.87834417,-3.80000000,-0.50000000,3.83275358,0.87834417,0.94403409,,,0.97437366,
V001,318,reuse,58,25,25,0,317,1,0.91841351,-1.00000000,-4.20000000,4.31740663,0.91841351,0.95918202,,,0.92440469,
V001,322,switch,20,20,106,74,321,1,0.95817175,-0.90000000,0.75000000,1.17153745,0.95817175,0.98386456,0.60682974,15.79723077,1.02810130,
V001,322,switch,22,22,25,21,321,1,0.89208210,3.00000000,2.75000000,4.06970515,0.89208210,0.86685757,0.57986709,16.67648044,1.02660847,
V001,322,switch,25,25,21,25,321,1,0.95771436,0.70000000,1.75000000,1.88480768,0.95771436,,0.57986709,16.67648044,1.00545124,no_next
V001,323,switch,10,10,62,22,322,1,0.98533473,0.00000000,0.30000000,0.30000000,0.98533473,0.94323882,,,1.01488354,no_old
V001,323,reuse,23,20,106,0,322,1,0.98386456,0.50000000,-0.10000000,0.50990195,0.98386456,0.97377850,,,1.00123916,
V001,323,reuse,25,22,25,0,322,1,0.86685757,4.45000000,1.85000000,4.81923230,0.86685757,0.83634196,,,1.02531385,
V001,326,switch,77,77,71,121,325,1,0.89800900,-1.60000000,1.30000000,2.06155281,0.89800900,0.92088446,,,0.92636794,no_old
V001,344,switch,22,22,74,25,343,1,0.80281560,-6.80000000,1.35000000,6.93271231,0.80281560,0.91742250,,,0.99940012,no_old
V001,345,reuse,20,22,74,0,344,1,0.91742250,-2.65000000,-0.25000000,2.66176633,0.91742250,0.96356906,,,0.98892260,
V001,348,switch,30,30,28,118,347,1,0.94716689,2.00000000,-0.55000000,2.07424685,0.94716689,0.97758688,,,1.01412301,no_old
V001,349,reuse,28,30,28,0,348,1,0.97758688,-0.15000000,-1.05000000,1.06066017,0.97758688,0.97065011,,,1.02292698,
V001,358,switch,21,21,74,30,357,1,0.97521440,0.70000000,0.05000000,0.70178344,0.97521440,0.95112610,,,1.01677223,no_old
V001,358,reuse,30,52,28,0,357,1,0.87400339,0.20000000,-6.50000000,6.50307620,0.87400339,0.81060576,,,0.87474413,
V001,359,reuse,22,21,74,0,358,1,0.95112610,-1.40000000,0.05000000,1.40089257,0.95112610,0.98749802,,,1.02541840,
V001,362,switch,78,78,134,24,361,1,0.96532067,-0.55000000,0.65000000,0.85146932,0.96532067,0.96070294,,,0.99698602,no_old
V001,366,switch,22,22,136,74,,,,,,,,0.92271110,0.00000000,76.98436530,,no_last_seen|no_prev
V001,368,switch,77,77,24,71,361,7,0.73682382,6.40000000,0.20000000,6.40312424,,0.96362597,,,0.93262432,no_prev|no_old
V001,369,reuse,78,77,24,0,368,1,0.96362597,-0.45000000,-0.10000000,0.46097722,0.96362597,0.81996394,,,0.96362597,
V001,387,switch,21,21,143,74,,,,,,,,0.95559374,,,,no_last_seen|no_prev|no_old
V001,397,switch,78,78,140,134,396,1,0.88173814,2.40000000,0.70000000,2.50000000,0.88173814,0.98806087,,,1.05168961,no_old
V001,409,switch,21,21,147,143,396,13,0.14150205,-50.70000000,-53.60000000,73.77973977,,,0.69401713,11.00329496,0.85015126,no_prev|no_next
V001,409,switch,77,77,134,24,408,1,0.96074023,0.25000000,0.20000000,0.32015621,0.96074023,0.97725495,,,0.96074023,no_old
V001,410,reuse,78,77,134,0,409,1,0.97725495,0.10000000,-0.70000000,0.70710678,0.97725495,0.94354965,,,1.01539154,
V001,412,switch,78,78,24,140,411,1,0.84643462,3.10000000,-1.20000000,3.32415403,0.84643462,0.76325321,,,1.08828661,no_old
V001,413,switch,51,51,147,122,409,4,0.53120598,-21.25000000,4.10000000,21.64191535,,0.96111235,,,1.16767761,no_prev|no_old
V001,413,reuse,77,78,24,0,412,1,0.76325321,-5.20000000,-2.40000000,5.72712843,0.76325321,0.89489753,,,1.01050954,
V001,415,switch,22,22,147,136,414,1,0.87227898,5.30000000,0.05000000,5.30023584,0.87227898,0.84421966,,,0.99503727,no_old
V001,416,switch,7,7,33,12,415,1,0.86620865,3.95000000,4.15000000,5.72931060,0.86620865,0.93185877,,,1.04281058,no_old
V001,416,switch,21,21,136,143,414,2,0.60970613,15.00000000,4.90000000,15.78005070,,0.78196079,,,0.94977478,no_prev|no_old
V001,416,switch,78,78,140,24,415,1,0.96100699,-0.25000000,1.20000000,1.22576507,0.96100699,0.96677465,,,1.01582728,no_old
V001,416,reuse,51,22,147,0,415,1,0.84421966,6.05000000,-0.70000000,6.09036124,0.84421966,0.84595065,,,0.96414280,
V001,417,reuse,18,7,33,0,416,1,0.93185877,1.85000000,2.35000000,2.99081929,0.93185877,0.96819343,,,1.01305081,
V001,417,reuse,22,21,136,0,416,1,0.78196079,7.00000000,3.50000000,7.82623792,0.78196079,0.82472188,,,1.00461361,
V001,419,switch,51,51,151,147,,,,,,,,0.86905164,0.35496234,49.62302893,,no_last_seen|no_prev
V001,420,switch,18,18,12,33,415,5,0.33213673,29.40000000,6.60000000,30.13171087,,0.94856468,0.18929372,51.59546976,1.30364372,no_prev
V001,421,reuse,7,18,12,0,420,1,0.94856468,-0.15000000,-0.15000000,0.21213203,0.94856468,0.96921287,,,1.05422437,
V001,423,reuse,68,73,131,0,422,1,0.35817656,-16.80000000,-24.95000000,30.07893781,0.35817656,0.73563905,,,0.85140866,
V001,424,switch,12,12,12,17,423,1,0.93409791,-1.65000000,-0.10000000,1.65302753,0.93409791,0.96783753,0.40095361,29.81350365,0.96083680,
V001,424,switch,18,18,17,12,423,1,0.84111415,5.10000000,3.10000000,5.96824932,0.84111415,0.80243524,0.40095361,29.81350365,1.01199367,
V001,424,switch,50,50,151,5,423,1,0.83160945,6.30000000,-2.20000000,6.67308025,0.83160945,0.94293303,0.41394637,31.02212920,0.96954839,
V001,424,switch,51,51,5,151,423,1,0.99156178,0.05000000,0.45000000,0.45276926,0.99156178,0.97713187,0.41394637,31.02212920,0.99457204,
V001,425,reuse,18,12,12,0,424,1,0.96783753,-0.75000000,1.10000000,1.33135270,0.96783753,0.97915810,,,1.01736112,
V001,425,reuse,12,18,17,0,424,1,0.80243524,6.80000000,3.10000000,7.47328576,0.80243524,0.78648743,,,1.00302267,
V001,425,reuse,51,50,151,0,424,1,0.94293303,2.05000000,-0.05000000,2.05060967,0.94293303,0.84552778,,,1.01473135,
V001,425,reuse,50,51,5,0,424,1,0.97713187,0.75000000,-0.15000000,0.76485293,0.97713187,0.94277070,,,1.00749189,
V001,427,switch,68,68,153,131,,,,,,,,0.94082143,0.22111929,45.99904890,,no_last_seen|no_prev
V002,22,reuse,231,229,182,0,7,15,0.56186057,-2.50000000,32.50000000,32.59601203,,0.93937858,,,0.93775490,no_prev
V002,24,switch,231,231,185,182,23,1,0.96621893,-0.85000000,-0.25000000,0.88600226,0.96621893,0.95616814,0.48509702,35.50721758,1.00664962,
V002,25,reuse,228,231,185,0,24,1,0.95616814,-1.00000000,-0.65000000,1.19268604,0.95616814,0.97898257,,,1.02097851,
V002,26,switch,228,228,188,185,22,4,0.34550711,22.20000000,7.65000000,23.48110943,,0.78979896,0.21222232,33.65033432,1.18529510,no_prev
V002,49,switch,224,224,193,174,48,1,0.81324571,4.95000000,-4.75000000,6.86039357,0.81324571,0.89327537,,,0.98004632,no_old
V002,53,switch,224,224,174,193,52,1,0.88234194,2.05000000,4.55000000,4.99049096,0.88234194,0.90844126,0.30118233,30.45016420,1.05083307,
V002,53,switch,229,229,193,182,52,1,0.49252227,-17.45000000,-1.85000000,17.54779188,0.49252227,0.76187748,,,0.73951293,no_old
V002,54,reuse,224,229,193,0,53,1,0.76187748,-6.60000000,2.70000000,7.13091859,0.76187748,0.89283600,,,0.93877410,
V002,58,switch,218,218,187,171,57,1,0.94302496,0.20000000,3.50000000,3.50570963,0.94302496,0.95526438,0.37786868,34.73028218,1.04258785,
V002,58,switch,219,219,171,187,57,1,0.95256888,1.10000000,1.60000000,1.94164878,0.95256888,0.95601471,0.37786868,34.73028218,0.97413029,
V002,59,reuse,219,218,187,0,58,1,0.95526438,0.00000000,3.35000000,3.35000000,0.95526438,0.96526517,,,1.01645900,
V002,59,reuse,218,219,171,0,58,1,0.95601471,0.35000000,2.65000000,2.67301328,0.95601471,0.94554301,,,0.96861050,
V002,66,switch,224,224,189,174,65,1,0.82603109,4.75000000,-2.50000000,5.36772764,0.82603109,0.87563617,,,0.91863515,no_old
V002,67,reuse,230,224,189,0,66,1,0.87563617,2.40000000,4.65000000,5.23282906,0.87563617,0.87875082,,,1.07860337,
V002,70,switch,230,230,174,189,69,1,0.69669880,-6.30000000,-3.15000000,7.04361413,0.69669880,0.81863279,0.10243492,44.34267132,0.82813279,
V002,71,reuse,224,230,174,0,70,1,0.81863279,-3.70000000,2.20000000,4.30464865,0.81863279,0.87234624,,,1.05781606,
V002,79,switch,217,217,203,180,78,1,0.93699935,-0.30000000,-1.45000000,1.48070929,0.93699935,0.86098960,,,0.93699935,no_old
V002,131,switch,236,236,206,210,130,1,0.84924844,3.35000000,3.05000000,4.53045252,0.84924844,0.90761595,0.48568705,22.85661830,0.98595895,
V002,131,switch,243,243,210,206,130,1,0.88990195,2.80000000,1.45000000,3.15317301,0.88990195,0.94049148,0.48568705,22.85661830,1.03768067,
V002,132,reuse,243,236,206,0,131,1,0.90761595,1.95000000,1.80000000,2.65377090,0.90761595,0.89522920,,,0.98007477,
V002,132,reuse,236,243,210,0,131,1,0.94049148,1.45000000,-0.85000000,1.68077363,0.94049148,0.96786623,,,0.99339753,
V002,145,switch,224,224,214,189,,,,,,,,0.89323313,,,,no_last_seen|no_prev|no_old
V002,155,reuse,215,226,183,0,154,1,0.80734844,9.40000000,-0.25000000,9.40332388,0.80734844,0.79949011,,,1.04248947,
V002,167,switch,247,247,218,200,166,1,0.77507542,2.35000000,8.15000000,8.48203985,0.77507542,0.88169005,,,1.05266115,no_old
V002,168,switch,177,177,217,211,159,9,0.80246954,6.25000000,2.05000000,6.57761355,,0.96713277,,,1.11918359,no_prev|no_old
V002,174,switch,177,177,211,217,167,7,0.54797238,-21.55000000,-6.05000000,22.38314098,,0.91668671,,,1.06774397,no_prev|no_old
V002,176,switch,221,221,187,191,175,1,0.88576569,5.05000000,-1.15000000,5.17928567,0.88576569,0.91011248,0.41372999,51.68486239,1.01655364,
V002,177,reuse,218,221,187,0,176,1,0.91011248,4.05000000,-0.65000000,4.10182886,0.91011248,0.85700279,,,1.00254533,
V002,181,switch,247,247,216,218,169,12,0.35638982,21.05000000,19.30000000,28.55858015,,,0.67695330,17.12921481,1.32415568,no_prev|no_next
V002,182,switch,177,177,195,211,181,1,0.92411737,-2.85000000,-0.45000000,2.88530761,0.92411737,0.95100477,0.41201810,31.60557704,0.99459686,
V002,182,switch,222,222,211,195,181,1,0.90684720,-1.90000000,5.00000000,5.34883165,0.90684720,0.97552054,0.41201810,31.60557704,1.08876991,
V002,183,switch,221,221,217,187,182,1,0.88724213,4.55000000,0.55000000,4.58312121,0.88724213,0.82607163,,,0.99484084,no_old
V002,183,reuse,222,177,195,0,182,1,0.95100477,-1.20000000,-1.05000000,1.59452187,0.95100477,0.87325875,,,0.96355417,
V002,183,reuse,177,222,211,0,182,1,0.97552054,0.20000000,-0.95000000,0.97082439,0.97552054,0.98824192,,,0.97552054,
V002,184,reuse,177,221,217,0,183,1,0.82607163,5.60000000,-3.75000000,6.73962165,0.82607163,0.84886333,,,0.90738044,
V002,187,switch,247,247,218,218,186,1,0.82441303,-1.60000000,6.10000000,6.30634601,0.82441303,0.90172882,1.00000000,0.00000000,1.17526290,
V002,203,switch,247,247,200,218,202,1,0.94681479,0.60000000,2.00000000,2.08806130,0.94681479,0.94951999,0.46620669,19.22342321,0.97564336,
V002,212,switch,247,247,218,200,207,5,0.80501857,0.80000000,12.30000000,12.32598880,,0.94412208,,,0.95098303,no_prev|no_old
V002,215,switch,247,247,200,218,207,8,0.47383148,-14.55000000,13.75000000,20.01911586,,0.94403032,0.28527684,58.55770658,1.21352207,no_prev
V002,217,switch,230,230,223,174,,,,,,,,0.94616608,,,,no_last_seen|no_prev|no_old
V002,217,reuse,247,254,200,0,216,1,0.45137244,-5.65000000,-38.35000000,38.76396523,0.45137244,0.59321495,,,0.81198037,
V002,221,switch,254,254,218,200,220,1,0.74570454,-4.15000000,5.60000000,6.97011478,0.74570454,,0.26732298,60.36770660,1.15420500,no_next
V002,225,reuse,254,247,200,0,221,4,0.73313005,1.95000000,16.00000000,16.11839012,,0.95372156,,,0.98482014,no_prev
V002,229,switch,247,247,218,200,221,8,0.16524086,-2.30000000,82.15000000,82.18219089,,0.83821211,0.55133207,14.96612842,1.41499033,no_prev
V002,233,switch,265,265,225,216,232,1,0.76056260,4.15000000,-2.65000000,4.92392120,0.76056260,0.88393403,,,0.83284368,no_old
V002,275,switch,265,265,235,225,,,,,,,,0.91997966,0.44783250,23.41820873,,no_last_seen|no_prev
V002,281,switch,254,254,236,200,,,,,,,,0.93679419,,,,no_last_seen|no_prev|no_old
V002,327,switch,257,257,241,231,,,,,,,,0.92390185,,,,no_last_seen|no_prev|no_old
V002,332,switch,245,245,231,196,331,1,0.89859207,0.90000000,-4.65000000,4.73629602,0.89859207,0.89749813,,,1.05698658,no_old
V002,333,reuse,257,245,231,0,332,1,0.89749813,0.65000000,-1.70000000,1.82002747,0.89749813,0.93395264,,,1.11420845,
V002,345,switch,245,245,196,231,341,4,0.49526790,-9.80000000,17.00000000,19.62243614,,0.86167689,0.44844876,21.51278690,2.01910924,no_prev
V002,349,switch,243,243,231,210,348,1,0.88314053,3.20000000,4.45000000,5.48110390,0.88314053,0.94565925,,,1.04863347,no_old
V002,350,reuse,245,243,231,0,349,1,0.94565925,1.70000000,0.45000000,1.75855054,0.94565925,0.90257160,,,0.96917144,
V002,351,switch,245,245,210,196,350,1,0.67266328,-6.70000000,-4.65000000,8.15551960,0.67266328,0.90163670,0.57262977,10.93434955,0.75245172,
V002,352,switch,255,255,244,220,,,,,,,,0.86669091,,,,no_last_seen|no_prev|no_old
V002,352,reuse,243,245,210,0,351,1,0.90163670,-1.60000000,-1.10000000,1.94164878,0.90163670,0.93346433,,,0.93533787,
V002,363,switch,245,245,241,210,362,1,0.82144919,-1.30000000,8.90000000,8.99444273,0.82144919,0.74631620,,,0.96282669,no_old
V002,364,reuse,257,245,241,0,363,1,0.74631620,-0.60000000,11.35000000,11.36584797,0.74631620,0.85812497,,,1.27068639,
V002,396,switch,257,257,251,241,,,,,,,,0.94717060,0.00000000,124.63030330,,no_last_seen|no_prev
V002,398,switch,247,247,252,218,,,,,,,,0.93906506,,,,no_last_seen|no_prev|no_old
V002,405,switch,245,245,218,241,404,1,0.35528138,-16.90000000,-48.75000000,51.59624502,0.35528138,0.73626851,0.49477912,23.89000837,0.91110485,
V002,406,reuse,247,245,218,0,405,1,0.73626851,7.35000000,-6.85000000,10.04713890,0.73626851,0.85650935,,,0.89561528,
V002,412,switch,245,245,210,218,411,1,0.93410830,-0.90000000,-3.05000000,3.18001572,0.93410830,0.89238771,,,0.98428392,no_old
V002,422,switch,177,177,258,195,,,,,,,,0.95554731,,,,no_last_seen|no_prev|no_old
V002,428,reuse,15,55,259,0,427,1,0.98219183,0.35000000,-0.10000000,0.36400549,0.98219183,0.88969646,,,1.01007464,
V002,436,switch,15,15,255,259,435,1,0.94351799,1.35000000,-0.55000000,1.45773797,0.94351799,0.94963224,0.39972200,21.85634919,0.98506199,
V002,437,reuse,183,15,255,0,436,1,0.94963224,1.15000000,0.70000000,1.34629120,0.94963224,0.95529579,,,1.01591374,
V002,452,switch,265,265,262,235,,,,,,,,0.73928967,,,,no_last_seen|no_prev|no_old
V002,459,switch,183,183,265,255,,,,,,,,0.96249584,0.07347602,46.98151232,,no_last_seen|no_prev
V002,464,reuse,271,272,260,0,463,1,0.26748411,25.70000000,0.75000000,25.71094125,0.26748411,,,,1.39080876,no_next
V002,474,switch,247,247,267,252,,,,,,,,0.88819111,0.55216771,7.08307843,,no_last_seen|no_prev
V002,483,switch,247,247,252,267,481,2,0.83884054,0.40000000,1.35000000,1.40801278,,,,,0.83884054,no_prev|no_next|no_old
V002,484,switch,247,247,267,267,482,2,0.95720096,-0.90000000,0.00000000,0.90000000,,0.96504235,1.00000000,0.00000000,0.98378529,no_prev
V002,507,reuse,183,276,265,0,506,1,0.89669675,2.75000000,-0.60000000,2.81469359,0.89669675,0.84193038,,,0.98763262,
V002,514,switch,183,183,272,265,,,,,,,,,0.37796638,28.39634660,,no_last_seen|no_prev|no_next
V002,525,switch,235,235,275,208,,,,,,,,0.94649799,,,,no_last_seen|no_prev|no_old
V002,530,switch,271,271,278,260,,,,,,,,0.81847779,,,,no_last_seen|no_prev|no_old
V002,533,reuse,183,275,272,0,532,1,0.92901212,1.25000000,0.80000000,1.48408221,0.92901212,0.84353257,,,1.03233744,
V002,535,switch,183,183,281,272,,,,,,,,,0.59562000,29.60477157,,no_last_seen|no_prev|no_next
V002,539,switch,236,236,283,206,,,,,,,,0.93762305,,,,no_last_seen|no_prev|no_old
V002,557,switch,272,272,278,260,556,1,0.92920268,1.55000000,0.45000000,1.61400124,0.92920268,0.91725236,,,1.01117504,no_old
V002,559,reuse,271,272,278,0,558,1,0.93101013,1.25000000,1.25000000,1.76776695,0.93101013,0.92022523,,,1.02767375,
V002,563,switch,177,177,215,258,562,1,0.92558772,-0.60000000,-2.10000000,2.18403297,0.92558772,0.96947319,,,0.92558772,no_old
