seq,frame,type,gt_id_old,gt_id_new,track_id,note
V002,2105,switch,18,18,621,tracker 711 -> 621 on gt 18
V002,2111,switch,101,101,699,tracker 639 -> 699 on gt 101
V002,2114,switch,101,101,639,tracker 699 -> 639 on gt 101
V002,2116,switch,179,179,707,tracker 709 -> 707 on gt 179
V002,2117,switch,100,100,699,tracker 672 -> 699 on gt 100
V002,2118,switch,101,101,699,tracker 639 -> 699 on gt 101
V002,2119,switch,100,100,639,tracker 672 -> 639 on gt 100
V002,2120,reuse,101,100,639,tracker 639 matched gt 101 (last frame 2117) now gt 100
V002,2120,reuse,180,179,707,tracker 707 matched gt 180 (last frame 2091) now gt 179
V002,2131,reuse,36,144,489,tracker 489 matched gt 36 (last frame 2086) now gt 144
V002,2132,switch,177,177,664,tracker 701 -> 664 on gt 177
V002,2133,switch,177,177,701,tracker 701 -> 701 on gt 177
V002,2137,switch,176,176,726,tracker 365 -> 726 on gt 176
V002,2139,switch,106,106,621,tracker 455 -> 621 on gt 106
V002,2139,switch,180,180,709,tracker 707 -> 709 on gt 180
V002,2140,switch,97,97,727,tracker 453 -> 727 on gt 97
V002,2140,switch,105,105,621,tracker 622 -> 621 on gt 105
V002,2140,switch,106,106,455,tracker 455 -> 455 on gt 106
V002,2140,switch,177,177,527,tracker 701 -> 527 on gt 177
V002,2140,switch,187,187,701,tracker 664 -> 701 on gt 187
V002,2141,reuse,18,105,621,tracker 621 matched gt 18 (last frame 2112) now gt 105
V002,2141,reuse,185,177,527,tracker 527 matched gt 185 (last frame 2139) now gt 177
V002,2141,reuse,177,187,701,tracker 701 matched gt 177 (last frame 2138) now gt 187
V002,2142,switch,176,176,365,tracker 726 -> 365 on gt 176
V002,2143,switch,105,105,622,tracker 621 -> 622 on gt 105
V002,2144,switch,105,105,621,tracker 621 -> 621 on gt 105
V002,2144,switch,113,113,726,tracker 510 -> 726 on gt 113
V002,2144,switch,185,185,510,tracker 527 -> 510 on gt 185
V002,2145,reuse,176,113,726,tracker 726 matched gt 176 (last frame 2141) now gt 113
V002,2146,reuse,113,185,510,tracker 510 matched gt 113 (last frame 2143) now gt 185
V002,2147,reuse,179,180,709,tracker 709 matched gt 179 (last frame 2109) now gt 180
V002,2150,switch,97,97,405,tracker 727 -> 405 on gt 97
V002,2150,switch,174,174,727,tracker 405 -> 727 on gt 174
V002,2151,switch,176,176,726,tracker 365 -> 726 on gt 176
V002,2151,reuse,174,97,405,tracker 405 matched gt 174 (last frame 2149) now gt 97
V002,2151,reuse,97,174,727,tracker 727 matched gt 97 (last frame 2147) now gt 174
V002,2152,reuse,113,176,726,tracker 726 matched gt 113 (last frame 2147) now gt 176
V002,2155,switch,112,112,365,tracker 567 -> 365 on gt 112
V002,2155,switch,176,176,510,tracker 726 -> 510 on gt 176
V002,2156,switch,185,185,365,tracker 510 -> 365 on gt 185
V002,2156,reuse,185,176,510,tracker 510 matched gt 185 (last frame 2150) now gt 176
V002,2157,reuse,176,185,365,tracker 365 matched gt 176 (last frame 2150) now gt 185
V002,2164,switch,189,189,735,tracker 638 -> 735 on gt 189
V002,2172,reuse,176,113,726,tracker 726 matched gt 176 (last frame 2153) now gt 113
V002,2184,switch,112,112,739,tracker 567 -> 739 on gt 112
V002,2185,switch,128,128,738,tracker 734 -> 738 on gt 128
V002,2185,switch,173,173,726,tracker 641 -> 726 on gt 173
V002,2186,reuse,141,128,738,tracker 738 matched gt 141 (last frame 2182) now gt 128
V002,2186,reuse,113,173,726,tracker 726 matched gt 113 (last frame 2184) now gt 173
V002,2188,switch,113,113,740,tracker 726 -> 740 on gt 113
V002,2191,switch,141,141,734,tracker 738 -> 734 on gt 141
V002,2192,switch,79,79,707,tracker 592 -> 707 on gt 79
V002,2193,reuse,179,79,707,tracker 707 matched gt 179 (last frame 2182) now gt 79
V002,2194,switch,120,120,742,tracker 598 -> 742 on gt 120
V002,2194,switch,176,176,527,tracker 510 -> 527 on gt 176
V002,2194,switch,177,177,570,tracker 527 -> 570 on gt 177
V002,2195,switch,85,85,743,tracker 686 -> 743 on gt 85
V002,2195,switch,120,120,598,tracker 598 -> 598 on gt 120
V002,2195,reuse,177,176,527,tracker 527 matched gt 177 (last frame 2193) now gt 176
V002,2195,reuse,115,177,570,tracker 570 matched gt 115 (last frame 2192) now gt 177
V002,2197,reuse,128,141,734,tracker 734 matched gt 128 (last frame 2184) now gt 141
V002,2202,switch,177,177,719,tracker 570 -> 719 on gt 177
V002,2203,switch,185,185,745,tracker 365 -> 745 on gt 185
V002,2204,switch,128,128,715,tracker 738 -> 715 on gt 128
V002,2205,switch,128,128,738,tracker 738 -> 738 on gt 128
V002,2228,switch,115,115,727,tracker 570 -> 727 on gt 115
V002,2229,reuse,174,115,727,tracker 727 matched gt 174 (last frame 2207) now gt 115
V002,2241,switch,174,174,752,tracker 727 -> 752 on gt 174
V002,2244,switch,187,187,641,tracker 701 -> 641 on gt 187
V002,2245,reuse,107,187,641,tracker 641 matched gt 107 (last frame 2241) now gt 187
V002,2246,switch,99,99,702,tracker 539 -> 702 on gt 99
V002,2246,switch,160,160,539,tracker 702 -> 539 on gt 160
V002,2247,switch,187,187,701,tracker 641 -> 701 on gt 187
V002,2247,reuse,160,99,702,tracker 702 matched gt 160 (last frame 2245) now gt 99
V002,2247,reuse,99,160,539,tracker 539 matched gt 99 (last frame 2245) now gt 160
V002,2249,switch,187,187,641,tracker 701 -> 641 on gt 187
V002,2252,switch,168,168,754,tracker 582 -> 754 on gt 168
V002,2278,switch,174,174,765,tracker 752 -> 765 on gt 174
V002,2281,switch,122,122,768,tracker 610 -> 768 on gt 122
V002,2286,switch,112,112,740,tracker 739 -> 740 on gt 112
V002,2286,switch,113,113,739,tracker 740 -> 739 on gt 113
V002,2287,reuse,113,112,740,tracker 740 matched gt 113 (last frame 2285) now gt 112
V002,2287,reuse,112,113,739,tracker 739 matched gt 112 (last frame 2282) now gt 113
V002,2311,switch,120,120,769,tracker 598 -> 769 on gt 120
V002,2327,switch,119,119,781,tracker 609 -> 781 on gt 119
V002,2338,switch,120,120,782,tracker 769 -> 782 on gt 120
V002,2360,switch,177,177,671,tracker 719 -> 671 on gt 177
V002,2381,switch,177,177,790,tracker 719 -> 790 on gt 177
V002,2386,switch,120,120,781,tracker 782 -> 781 on gt 120
V002,2387,reuse,119,120,781,tracker 781 matched gt 119 (last frame 2385) now gt 120
V002,2462,switch,92,92,801,tracker 688 -> 801 on gt 92
V002,2502,switch,116,116,407,tracker 568 -> 407 on gt 116
V002,2503,switch,159,159,671,tracker 704 -> 671 on gt 159
V002,2503,reuse,158,116,407,tracker 407 matched gt 158 (last frame 2487) now gt 116
V002,2504,reuse,117,159,671,tracker 671 matched gt 117 (last frame 2487) now gt 159
V002,2505,switch,172,172,807,tracker 693 -> 807 on gt 172
V002,2508,switch,125,125,734,tracker 646 -> 734 on gt 125
V002,2508,switch,141,141,646,tracker 734 -> 646 on gt 141
V002,2509,reuse,141,125,734,tracker 734 matched gt 141 (last frame 2505) now gt 125
V002,2509,reuse,125,141,646,tracker 646 matched gt 125 (last frame 2507) now gt 141
V002,2531,switch,117,117,816,tracker 671 -> 816 on gt 117
V002,2535,switch,92,92,691,tracker 801 -> 691 on gt 92
V002,2536,reuse,93,92,691,tracker 691 matched gt 93 (last frame 2534) now gt 92
V002,2538,switch,131,131,818,tracker 656 -> 818 on gt 131
V002,2547,switch,131,131,807,tracker 818 -> 807 on gt 131
V002,2547,switch,172,172,818,tracker 807 -> 818 on gt 172
V002,2548,reuse,172,131,807,tracker 807 matched gt 172 (last frame 2539) now gt 131
V002,2548,reuse,131,172,818,tracker 818 matched gt 131 (last frame 2546) now gt 172
V002,2564,switch,128,128,646,tracker 738 -> 646 on gt 128
V002,2565,reuse,141,128,646,tracker 646 matched gt 141 (last frame 2553) now gt 128
V002,2585,switch,141,141,829,tracker 646 -> 829 on gt 141
V002,2596,switch,172,172,831,tracker 818 -> 831 on gt 172
V002,2597,switch,177,177,828,tracker 790 -> 828 on gt 177
V002,2602,switch,128,128,833,tracker 646 -> 833 on gt 128
V002,2604,switch,177,177,790,tracker 828 -> 790 on gt 177
V002,2606,reuse,110,135,584,tracker 584 matched gt 110 (last frame 2599) now gt 135
V002,2614,reuse,101,138,699,tracker 699 matched gt 101 (last frame 2593) now gt 138
V002,2617,switch,122,122,646,tracker 768 -> 646 on gt 122
V002,2618,switch,138,138,835,tracker 699 -> 835 on gt 138
V002,2626,switch,177,177,836,tracker 790 -> 836 on gt 177
V002,2632,switch,125,125,646,tracker 734 -> 646 on gt 125
V002,2633,switch,177,177,790,tracker 836 -> 790 on gt 177
V002,2633,reuse,128,125,646,tracker 646 matched gt 128 (last frame 2567) now gt 125
V002,2641,reuse,125,122,646,tracker 646 matched gt 125 (last frame 2640) now gt 122
V002,2642,reuse,138,136,699,tracker 699 matched gt 138 (last frame 2617) now gt 136
V002,2648,reuse,172,137,831,tracker 831 matched gt 172 (last frame 2622) now gt 137
V002,2667,switch,186,186,691,tracker 729 -> 691 on gt 186
V002,2668,reuse,92,186,691,tracker 691 matched gt 92 (last frame 2666) now gt 186
V002,2669,switch,125,125,844,tracker 646 -> 844 on gt 125
V002,2669,reuse,131,139,807,tracker 807 matched gt 131 (last frame 2660) now gt 139
V002,2683,reuse,89,142,648,tracker 648 matched gt 89 (last frame 2660) now gt 142
V002,2685,switch,127,127,698,tracker 715 -> 698 on gt 127
V002,2688,reuse,123,127,698,tracker 698 matched gt 123 (last frame 2687) now gt 127
V002,2700,switch,123,123,539,tracker 698 -> 539 on gt 123
V002,2701,reuse,160,123,539,tracker 539 matched gt 160 (last frame 2699) now gt 123
V002,2751,switch,128,128,715,tracker 833 -> 715 on gt 128
V002,2752,reuse,127,128,715,tracker 715 matched gt 127 (last frame 2684) now gt 128
V002,2757,switch,128,128,829,tracker 715 -> 829 on gt 128
V002,2758,reuse,141,128,829,tracker 829 matched gt 141 (last frame 2748) now gt 128
V002,2762,switch,145,145,859,tracker 796 -> 859 on gt 145
V003,69,switch,535,535,941,tracker 928 -> 941 on gt 535
V003,82,switch,531,531,935,tracker 923 -> 935 on gt 531
V003,83,switch,531,531,923,tracker 923 -> 923 on gt 531
V003,87,switch,531,531,935,tracker 923 -> 935 on gt 531
V003,88,reuse,553,531,935,tracker 935 matched gt 553 (last frame 86) now gt 531
V003,92,reuse,531,553,935,tracker 935 matched gt 531 (last frame 91) now gt 553
V003,94,reuse,553,531,935,tracker 935 matched gt 553 (last frame 93) now gt 531
V003,96,reuse,531,553,935,tracker 935 matched gt 531 (last frame 95) now gt 553
V003,103,reuse,553,531,935,tracker 935 matched gt 553 (last frame 102) now gt 531
V003,104,reuse,531,553,935,tracker 935 matched gt 531 (last frame 103) now gt 553
V003,107,reuse,553,531,935,tracker 935 matched gt 553 (last frame 106) now gt 531
V003,108,reuse,531,553,935,tracker 935 matched gt 531 (last frame 107) now gt 553
V003,141,switch,517,517,974,tracker 890 -> 974 on gt 517
V003,145,switch,517,517,890,tracker 974 -> 890 on gt 517
V003,151,switch,522,522,981,tracker 939 -> 981 on gt 522
V003,172,switch,169,169,921,tracker 937 -> 921 on gt 169
V003,173,reuse,512,169,921,tracker 921 matched gt 512 (last frame 142) now gt 169
V003,235,switch,499,499,1003,tracker 889 -> 1003 on gt 499
V003,242,switch,30,30,902,tracker 879 -> 902 on gt 30
V003,243,reuse,541,30,902,tracker 902 matched gt 541 (last frame 211) now gt 30
V003,245,reuse,160,328,994,tracker 994 matched gt 160 (last frame 233) now gt 328
V003,271,switch,112,112,927,tracker 934 -> 927 on gt 112
V003,272,reuse,110,112,927,tracker 927 matched gt 110 (last frame 270) now gt 112
V003,274,reuse,112,110,927,tracker 927 matched gt 112 (last frame 273) now gt 110
V003,291,switch,30,30,943,tracker 902 -> 943 on gt 30
V003,291,reuse,110,112,927,tracker 927 matched gt 110 (last frame 290) now gt 112
V003,292,reuse,508,30,943,tracker 943 matched gt 508 (last frame 255) now gt 30
V003,309,switch,110,110,1029,tracker 927 -> 1029 on gt 110
V003,324,switch,168,168,1020,tracker 1000 -> 1020 on gt 168
V003,346,reuse,168,20,1000,tracker 1000 matched gt 168 (last frame 323) now gt 20
V003,366,reuse,472,29,875,tracker 875 matched gt 472 (last frame 361) now gt 29
V003,374,switch,29,29,888,tracker 875 -> 888 on gt 29
V003,375,reuse,470,29,888,tracker 888 matched gt 470 (last frame 369) now gt 29
V003,385,switch,468,468,1045,tracker 870 -> 1045 on gt 468
V003,432,switch,110,110,1066,tracker 1029 -> 1066 on gt 110
V003,433,switch,471,471,1045,tracker 878 -> 1045 on gt 471
V003,434,reuse,468,471,1045,tracker 1045 matched gt 468 (last frame 431) now gt 471
V003,437,switch,471,471,878,tracker 1045 -> 878 on gt 471
V003,437,reuse,168,9,1020,tracker 1020 matched gt 168 (last frame 337) now gt 9
V003,438,reuse,9,48,1020,tracker 1020 matched gt 9 (last frame 437) now gt 48
V003,443,switch,9,9,1069,tracker 1020 -> 1069 on gt 9
V003,459,switch,492,492,893,tracker 914 -> 893 on gt 492
V003,460,reuse,497,492,893,tracker 893 matched gt 497 (last frame 429) now gt 492
V003,632,switch,110,110,869,tracker 1066 -> 869 on gt 110
V003,633,reuse,501,110,869,tracker 869 matched gt 501 (last frame 631) now gt 110
V003,636,switch,83,83,1112,tracker 980 -> 1112 on gt 83
V003,638,switch,67,67,896,tracker 908 -> 896 on gt 67
V003,639,reuse,66,67,896,tracker 896 matched gt 66 (last frame 633) now gt 67
V003,641,switch,186,186,1131,tracker 868 -> 1131 on gt 186
V003,707,switch,81,81,959,tracker 915 -> 959 on gt 81
V003,708,switch,81,81,915,tracker 915 -> 915 on gt 81
V003,726,switch,46,46,1148,tracker 1128 -> 1148 on gt 46
V003,734,switch,8,8,1151,tracker 1056 -> 1151 on gt 8
V003,750,switch,305,305,1033,tracker 1016 -> 1033 on gt 305
V003,751,reuse,57,305,1033,tracker 1033 matched gt 57 (last frame 718) now gt 305
V003,782,switch,186,186,866,tracker 1131 -> 866 on gt 186
V003,783,reuse,86,186,866,tracker 866 matched gt 86 (last frame 781) now gt 186
V003,784,switch,305,305,1154,tracker 1033 -> 1154 on gt 305
V003,790,switch,186,186,1131,tracker 866 -> 1131 on gt 186
V003,792,switch,186,186,866,tracker 1131 -> 866 on gt 186
V003,796,switch,186,186,1131,tracker 866 -> 1131 on gt 186
V003,812,switch,186,186,866,tracker 1131 -> 866 on gt 186
V003,841,switch,6,6,1176,tracker 1096 -> 1176 on gt 6
V003,854,switch,5,5,1180,tracker 1133 -> 1180 on gt 5
V003,878,switch,290,290,1177,tracker 1185 -> 1177 on gt 290
V003,878,switch,421,421,1185,tracker 1177 -> 1185 on gt 421
V003,879,reuse,421,290,1177,tracker 1177 matched gt 421 (last frame 877) now gt 290
V003,879,reuse,290,421,1185,tracker 1185 matched gt 290 (last frame 873) now gt 421
V003,904,switch,277,277,1189,tracker 1022 -> 1189 on gt 277
V003,918,switch,49,49,1022,tracker 1006 -> 1022 on gt 49
V003,919,reuse,277,49,1022,tracker 1022 matched gt 277 (last frame 903) now gt 49
V003,920,switch,49,49,1006,tracker 1022 -> 1006 on gt 49
V003,960,reuse,277,36,1189,tracker 1189 matched gt 277 (last frame 942) now gt 36
V003,1040,reuse,49,312,1006,tracker 1006 matched gt 49 (last frame 970) now gt 312
V003,1052,switch,277,277,1264,tracker 1189 -> 1264 on gt 277
V003,1055,switch,3,3,1266,tracker 1123 -> 1266 on gt 3
V003,1078,switch,10,10,1114,tracker 1076 -> 1114 on gt 10
V003,1079,switch,328,328,999,tracker 994 -> 999 on gt 328
V003,1079,reuse,15,10,1114,tracker 1114 matched gt 15 (last frame 1062) now gt 10
V003,1081,reuse,18,328,999,tracker 999 matched gt 18 (last frame 1058) now gt 328
V003,1113,switch,274,274,1284,tracker 1280 -> 1284 on gt 274
V003,1114,switch,326,326,1285,tracker 1081 -> 1285 on gt 326
V003,1115,switch,48,48,999,tracker 1020 -> 999 on gt 48
V003,1116,reuse,328,48,999,tracker 999 matched gt 328 (last frame 1087) now gt 48
V003,1121,reuse,274,318,1280,tracker 1280 matched gt 274 (last frame 1112) now gt 318
V003,1124,switch,323,323,1288,tracker 979 -> 1288 on gt 323
V003,1137,reuse,714,275,1217,tracker 1217 matched gt 714 (last frame 1134) now gt 275
V003,1142,switch,318,318,1295,tracker 1280 -> 1295 on gt 318
V003,1143,switch,45,45,1266,tracker 1115 -> 1266 on gt 45
V003,1144,reuse,3,45,1266,tracker 1266 matched gt 3 (last frame 1142) now gt 45
V003,1145,switch,326,326,1298,tracker 1285 -> 1298 on gt 326
V003,1145,switch,428,428,1055,tracker 1030 -> 1055 on gt 428
V003,1146,switch,324,324,1302,tracker 1074 -> 1302 on gt 324
V003,1146,switch,328,328,1083,tracker 999 -> 1083 on gt 328
V003,1146,switch,428,428,1030,tracker 1030 -> 1030 on gt 428
V003,1152,switch,277,277,1309,tracker 1264 -> 1309 on gt 277
V003,1155,switch,428,428,1055,tracker 1030 -> 1055 on gt 428
V003,1156,reuse,12,428,1055,tracker 1055 matched gt 12 (last frame 1141) now gt 428
V003,1156,reuse,1,273,1141,tracker 1141 matched gt 1 (last frame 1115) now gt 273
V003,1157,switch,12,12,1030,tracker 1055 -> 1030 on gt 12
V003,1157,switch,325,325,1269,tracker 1094 -> 1269 on gt 325
V003,1157,switch,428,428,1094,tracker 1055 -> 1094 on gt 428
V003,1158,reuse,428,12,1030,tracker 1030 matched gt 428 (last frame 1153) now gt 12
V003,1158,reuse,325,428,1094,tracker 1094 matched gt 325 (last frame 1156) now gt 428
V003,1160,switch,322,322,1232,tracker 970 -> 1232 on gt 322
V003,1162,reuse,32,272,956,tracker 956 matched gt 32 (last frame 1112) now gt 272
V003,1164,switch,322,322,999,tracker 970 -> 999 on gt 322
V003,1165,switch,313,313,1091,tracker 993 -> 1091 on gt 313
V003,1165,reuse,48,322,999,tracker 999 matched gt 48 (last frame 1162) now gt 322
V003,1166,switch,277,277,1295,tracker 1309 -> 1295 on gt 277
V003,1166,switch,318,318,1309,tracker 1295 -> 1309 on gt 318
V003,1166,reuse,11,313,1091,tracker 1091 matched gt 11 (last frame 1140) now gt 313
V003,1167,switch,9,9,1091,tracker 1069 -> 1091 on gt 9
V003,1167,reuse,318,277,1295,tracker 1295 matched gt 318 (last frame 1165) now gt 277
V003,1167,reuse,277,318,1309,tracker 1309 matched gt 277 (last frame 1162) now gt 318
V003,1168,reuse,313,9,1091,tracker 1091 matched gt 313 (last frame 1166) now gt 9
V003,1177,switch,325,325,1055,tracker 1269 -> 1055 on gt 325
V003,1178,reuse,428,325,1055,tracker 1055 matched gt 428 (last frame 1156) now gt 325
V003,1182,switch,314,314,1151,tracker 1034 -> 1151 on gt 314
V003,1183,switch,314,314,1055,tracker 1034 -> 1055 on gt 314
V003,1183,switch,325,325,1034,tracker 1055 -> 1034 on gt 325
V003,1184,reuse,325,314,1055,tracker 1055 matched gt 325 (last frame 1182) now gt 314
V003,1184,reuse,314,325,1034,tracker 1034 matched gt 314 (last frame 1181) now gt 325
V003,1187,switch,274,274,1324,tracker 1284 -> 1324 on gt 274
V003,1209,switch,428,428,1103,tracker 1094 -> 1103 on gt 428
V003,1210,reuse,310,428,1103,tracker 1103 matched gt 310 (last frame 1208) now gt 428
V003,1212,switch,319,319,1254,tracker 1227 -> 1254 on gt 319
V003,1213,switch,310,310,1232,tracker 1103 -> 1232 on gt 310
V003,1213,reuse,320,319,1254,tracker 1254 matched gt 320 (last frame 1211) now gt 319
V003,1214,reuse,715,310,1232,tracker 1232 matched gt 715 (last frame 1100) now gt 310
V003,1217,switch,325,325,1154,tracker 1034 -> 1154 on gt 325
V003,1218,reuse,305,325,1154,tracker 1154 matched gt 305 (last frame 1215) now gt 325
V003,1220,switch,319,319,1343,tracker 1254 -> 1343 on gt 319
V003,1220,switch,428,428,1314,tracker 1103 -> 1314 on gt 428
V003,1222,switch,310,310,1103,tracker 1232 -> 1103 on gt 310
V003,1223,reuse,428,310,1103,tracker 1103 matched gt 428 (last frame 1210) now gt 310
V003,1228,reuse,319,320,1254,tracker 1254 matched gt 319 (last frame 1219) now gt 320
V003,1235,switch,320,320,1351,tracker 1254 -> 1351 on gt 320
V003,1239,switch,319,319,1351,tracker 1343 -> 1351 on gt 319
V003,1239,switch,320,320,1254,tracker 1254 -> 1254 on gt 320
V003,1240,reuse,274,276,1324,tracker 1324 matched gt 274 (last frame 1221) now gt 276
V003,1241,switch,319,319,1343,tracker 1351 -> 1343 on gt 319
V003,1253,switch,296,296,1142,tracker 1158 -> 1142 on gt 296
V003,1254,reuse,303,296,1142,tracker 1142 matched gt 303 (last frame 1200) now gt 296
V003,1264,switch,321,321,1158,tracker 1250 -> 1158 on gt 321
V003,1268,switch,293,293,1254,tracker 1242 -> 1254 on gt 293
V003,1269,reuse,320,293,1254,tracker 1254 matched gt 320 (last frame 1247) now gt 293
V003,1316,switch,289,289,1254,tracker 1275 -> 1254 on gt 289
V003,1317,reuse,293,289,1254,tracker 1254 matched gt 293 (last frame 1295) now gt 289
V003,1334,switch,292,292,1386,tracker 1104 -> 1386 on gt 292
V003,1368,switch,292,292,1104,tracker 1386 -> 1104 on gt 292
V003,1386,switch,349,349,1416,tracker 1188 -> 1416 on gt 349
V003,1393,switch,270,270,1414,tracker 1279 -> 1414 on gt 270
V003,1393,switch,433,433,1289,tracker 1346 -> 1289 on gt 433
V003,1394,reuse,438,433,1289,tracker 1289 matched gt 438 (last frame 1386) now gt 433
V003,1403,switch,457,457,1279,tracker 1304 -> 1279 on gt 457
V003,1404,reuse,270,457,1279,tracker 1279 matched gt 270 (last frame 1390) now gt 457
V003,1406,switch,237,237,1245,tracker 1320 -> 1245 on gt 237
V003,1407,reuse,260,237,1245,tracker 1245 matched gt 260 (last frame 1405) now gt 237
V003,1411,switch,260,260,1244,tracker 1245 -> 1244 on gt 260
V003,1412,reuse,317,260,1244,tracker 1244 matched gt 317 (last frame 1410) now gt 260
V003,1423,switch,460,460,1205,tracker 1234 -> 1205 on gt 460
V003,1424,reuse,348,460,1205,tracker 1205 matched gt 348 (last frame 1422) now gt 460
V003,1438,switch,348,348,1445,tracker 1205 -> 1445 on gt 348
V003,1475,switch,266,266,1454,tracker 1233 -> 1454 on gt 266
V003,1492,switch,426,426,1464,tracker 1136 -> 1464 on gt 426
V003,1496,switch,426,426,1136,tracker 1464 -> 1136 on gt 426
V003,1501,switch,270,270,1461,tracker 1414 -> 1461 on gt 270
V003,1518,reuse,270,439,1461,tracker 1461 matched gt 270 (last frame 1517) now gt 439
V003,1523,switch,431,431,1479,tracker 1369 -> 1479 on gt 431
V003,1528,switch,431,431,1369,tracker 1369 -> 1369 on gt 431
V003,1562,switch,392,392,1512,tracker 1375 -> 1512 on gt 392
V003,1564,switch,426,426,1514,tracker 1136 -> 1514 on gt 426
V003,1569,switch,426,426,1507,tracker 1514 -> 1507 on gt 426
V003,1571,switch,426,426,1516,tracker 1507 -> 1516 on gt 426
V003,1599,switch,461,461,1205,tracker 1240 -> 1205 on gt 461
V003,1600,reuse,460,461,1205,tracker 1205 matched gt 460 (last frame 1594) now gt 461
V003,1623,switch,208,208,1557,tracker 1235 -> 1557 on gt 208
V003,1650,switch,626,626,1407,tracker 1478 -> 1407 on gt 626
V003,1651,reuse,412,626,1407,tracker 1407 matched gt 412 (last frame 1627) now gt 626
V003,1657,switch,626,626,1478,tracker 1407 -> 1478 on gt 626
V003,1671,switch,349,349,1584,tracker 1416 -> 1584 on gt 349
V003,1678,switch,465,465,1279,tracker 1299 -> 1279 on gt 465
V003,1679,reuse,457,465,1279,tracker 1279 matched gt 457 (last frame 1659) now gt 465
V003,1692,reuse,403,628,1390,tracker 1390 matched gt 403 (last frame 1689) now gt 628
V003,1695,switch,381,381,1478,tracker 1490 -> 1478 on gt 381
V003,1696,reuse,626,381,1478,tracker 1478 matched gt 626 (last frame 1694) now gt 381
V003,1698,switch,601,601,1593,tracker 1498 -> 1593 on gt 601
V003,1698,switch,626,626,1498,tracker 1478 -> 1498 on gt 626
V003,1699,reuse,601,626,1498,tracker 1498 matched gt 601 (last frame 1697) now gt 626
V003,1702,switch,381,381,1490,tracker 1478 -> 1490 on gt 381
V003,1716,switch,625,625,1609,tracker 1474 -> 1609 on gt 625
V003,1718,switch,410,410,1246,tracker 1243 -> 1246 on gt 410
V003,1719,reuse,411,410,1246,tracker 1246 matched gt 411 (last frame 1687) now gt 410
V003,1723,switch,408,408,1246,tracker 1342 -> 1246 on gt 408
V003,1724,reuse,410,408,1246,tracker 1246 matched gt 410 (last frame 1722) now gt 408
V003,1739,switch,592,592,1437,tracker 1444 -> 1437 on gt 592
V003,1740,switch,684,684,1621,tracker 1345 -> 1621 on gt 684
V003,1740,reuse,654,592,1437,tracker 1437 matched gt 654 (last frame 1736) now gt 592
V003,1760,switch,589,589,1628,tracker 1283 -> 1628 on gt 589
V003,1762,switch,592,592,1444,tracker 1437 -> 1444 on gt 592
V003,1762,reuse,592,654,1437,tracker 1437 matched gt 592 (last frame 1761) now gt 654
V003,1770,switch,340,340,1631,tracker 1401 -> 1631 on gt 340
V003,1770,switch,353,353,1408,tracker 1424 -> 1408 on gt 353
V003,1771,reuse,387,353,1408,tracker 1408 matched gt 387 (last frame 1769) now gt 353
V003,1788,switch,731,731,1647,tracker 1634 -> 1647 on gt 731
V003,1788,reuse,731,630,1634,tracker 1634 matched gt 731 (last frame 1787) now gt 630
V003,1790,switch,589,589,1584,tracker 1628 -> 1584 on gt 589
V003,1795,switch,654,654,1653,tracker 1437 -> 1653 on gt 654
V003,1801,switch,386,386,1659,tracker 1582 -> 1659 on gt 386
V003,1806,reuse,402,377,1393,tracker 1393 matched gt 402 (last frame 1805) now gt 377
V003,1814,switch,353,353,1657,tracker 1408 -> 1657 on gt 353
V003,1814,switch,654,654,1408,tracker 1653 -> 1408 on gt 654
V003,1815,reuse,353,387,1408,tracker 1408 matched gt 353 (last frame 1813) now gt 387
V003,1822,switch,354,354,1377,tracker 1396 -> 1377 on gt 354
V003,1822,switch,388,388,1667,tracker 1377 -> 1667 on gt 388
V003,1822,switch,392,392,1365,tracker 1512 -> 1365 on gt 392
V003,1823,reuse,388,354,1377,tracker 1377 matched gt 388 (last frame 1821) now gt 354
V003,1827,switch,385,385,1413,tracker 1365 -> 1413 on gt 385
V003,1827,switch,678,678,1365,tracker 1413 -> 1365 on gt 678
V003,1828,switch,392,392,1401,tracker 1512 -> 1401 on gt 392
V003,1828,reuse,678,385,1413,tracker 1413 matched gt 678 (last frame 1826) now gt 385
V003,1828,reuse,385,678,1365,tracker 1365 matched gt 385 (last frame 1821) now gt 678
V003,1829,reuse,340,392,1401,tracker 1401 matched gt 340 (last frame 1769) now gt 392
V003,1833,switch,354,354,1396,tracker 1377 -> 1396 on gt 354
V003,1844,switch,354,354,1377,tracker 1396 -> 1377 on gt 354
V003,1858,switch,548,548,1614,tracker 1617 -> 1614 on gt 548
V003,1858,switch,549,549,1617,tracker 1614 -> 1617 on gt 549
V003,1859,reuse,549,548,1614,tracker 1614 matched gt 549 (last frame 1857) now gt 548
V003,1860,reuse,548,549,1617,tracker 1617 matched gt 548 (last frame 1833) now gt 549
V003,1862,switch,367,367,1393,tracker 1378 -> 1393 on gt 367
V003,1863,reuse,377,367,1393,tracker 1393 matched gt 377 (last frame 1838) now gt 367
V003,1878,switch,354,354,1676,tracker 1377 -> 1676 on gt 354
V003,1888,switch,670,670,1696,tracker 1363 -> 1696 on gt 670
V003,1890,switch,591,591,1695,tracker 1341 -> 1695 on gt 591
V003,1903,switch,571,571,1704,tracker 1467 -> 1704 on gt 571
V003,1913,switch,584,584,1710,tracker 1443 -> 1710 on gt 584
