seq,frame,type,gt_id_old,gt_id_new,track_id,old_hid,last_frame,gap,IoU_last,dx_last,dy_last,dist_last,IoU_prev,IoU_next,IoU_swap,dist_swap,area_ratio,na_flag
V002,460,reuse,31,29,116,0,459,1,0.76680962,-1.65000000,3.70000000,4.05123438,0.76680962,0.73771012,,,1.30410466,
V002,461,switch,9,9,108,105,460,1,0.91825581,-0.60000000,-1.95000000,2.04022058,0.91825581,0.88321032,0.47069077,12.14351679,0.91825581,
V002,461,switch,48,48,113,85,450,11,0.74064157,3.20000000,-2.50000000,4.06078810,,0.53715026,0.27995311,12.85933513,0.95202465,no_prev
V002,461,switch,56,56,107,113,460,1,0.78506319,2.25000000,1.00000000,2.46221445,0.78506319,,0.00000000,26.58707393,1.03470806,no_next
V002,462,switch,42,42,95,99,442,20,0.34175790,13.40000000,-4.95000000,14.28504463,,0.88913778,,,0.66851856,no_prev|no_old
V002,462,switch,49,49,83,107,453,9,0.30715107,-11.30000000,6.30000000,12.93754227,,0.89163735,,,1.14294815,no_prev|no_old
V002,463,reuse,41,42,95,0,462,1,0.88913778,-1.40000000,-0.20000000,1.41421356,0.88913778,0.94393625,,,0.96210508,
V002,463,reuse,62,49,83,0,462,1,0.89163735,-1.15000000,-0.15000000,1.15974135,0.89163735,0.90211264,,,1.03422635,
V002,464,reuse,29,31,116,0,463,1,0.86562610,-1.70000000,-2.25000000,2.82001773,0.86562610,,,,0.94244587,no_next
V002,466,reuse,31,29,116,0,464,2,0.59872682,6.25000000,8.45000000,10.51023311,,0.85768086,,,1.12671732,no_prev
V002,471,reuse,76,77,106,0,470,1,0.85433660,2.45000000,-0.75000000,2.56222560,0.85433660,0.93483473,,,0.98067771,
V002,473,switch,42,42,119,95,472,1,0.85895056,-0.80000000,0.85000000,1.16726175,0.85895056,0.94431240,0.41020199,11.75808233,1.16421136,
V002,473,switch,67,67,95,119,472,1,0.86576454,-1.30000000,-1.55000000,2.02299283,0.86576454,0.86826207,0.41020199,11.75808233,0.89454043,
V002,474,reuse,41,42,119,0,473,1,0.94431240,0.55000000,0.70000000,0.89022469,0.94431240,0.82130069,,,1.04447179,
V002,474,reuse,42,67,95,0,473,1,0.86826207,-1.45000000,-0.70000000,1.61012422,0.86826207,0.93838083,,,0.92394502,
V002,475,switch,32,32,110,103,474,1,0.98734015,0.55000000,0.25000000,0.60415230,0.98734015,0.99026503,0.36612581,34.66226334,0.98798837,
V002,475,switch,33,33,103,110,474,1,0.80102899,8.20000000,0.00000000,8.20000000,0.80102899,0.79941592,0.36612581,34.66226334,1.00308035,
V002,476,reuse,33,32,110,0,475,1,0.99026503,0.10000000,-0.15000000,0.18027756,0.99026503,0.98885998,,,0.99352373,
V002,476,reuse,32,33,103,0,475,1,0.79941592,8.30000000,-0.90000000,8.34865259,0.79941592,0.82652529,,,1.02089695,
V002,479,switch,41,41,125,119,478,1,0.85903814,2.05000000,-0.35000000,2.07966343,0.85903814,0.89966939,0.30284775,16.60271062,0.96752962,
V002,480,reuse,17,41,125,0,479,1,0.89966939,1.10000000,0.60000000,1.25299641,0.89966939,0.88350719,,,1.08470648,
V002,485,switch,17,17,119,125,484,1,0.91745177,-1.35000000,-0.10000000,1.35369864,0.91745177,0.90932925,0.11360658,27.50040909,0.98342256,
V002,486,switch,56,56,85,113,472,14,0.24371164,-12.15000000,-0.30000000,12.15370314,,0.84978123,0.00000000,39.94073735,0.98447691,no_prev
V002,486,reuse,42,17,119,0,485,1,0.90932925,-1.35000000,-0.30000000,1.38293167,0.90932925,0.93579862,,,0.96957675,
V002,487,reuse,48,56,85,0,486,1,0.84978123,-1.10000000,-0.50000000,1.20830460,0.84978123,0.94453166,,,0.90250000,
V002,488,switch,42,42,130,119,,,,,,,,0.85328891,0.24831603,19.27958765,,no_last_seen|no_prev
V002,490,reuse,49,64,107,0,489,1,0.93388590,-0.15000000,-0.85000000,0.86313383,0.93388590,0.97214485,,,0.97371334,
V002,491,reuse,77,78,106,0,490,1,0.94940667,-0.60000000,-0.35000000,0.69462220,0.94940667,0.94983318,,,1.02080066,
V002,496,switch,31,31,131,116,,,,,,,,0.98482279,0.51131004,19.63288058,,no_last_seen|no_prev
V002,498,switch,41,41,106,125,497,1,0.91796107,1.25000000,0.25000000,1.27475488,0.91796107,0.88560484,0.33986053,16.09324392,1.01246146,
V002,498,switch,78,78,125,106,497,1,0.87954086,-1.25000000,0.80000000,1.48408221,0.87954086,0.96569266,0.33986053,16.09324392,1.09599282,
V002,499,reuse,78,41,106,0,498,1,0.88560484,0.00000000,-0.55000000,0.55000000,0.88560484,0.93239140,,,0.88560484,
V002,499,reuse,41,78,125,0,498,1,0.96569266,-0.45000000,0.35000000,0.57008771,0.96569266,0.89140751,,,0.98772053,
V002,508,switch,42,42,106,130,507,1,0.93196557,0.85000000,0.95000000,1.27475488,0.93196557,0.95365008,0.21711586,21.19964622,1.03279014,
V002,508,switch,78,78,130,125,507,1,0.89239609,-1.55000000,1.00000000,1.84458667,0.89239609,0.90143380,,,1.04228036,no_old
V002,509,reuse,41,42,106,0,508,1,0.95365008,0.40000000,0.60000000,0.72111026,0.95365008,0.94736842,,,1.04860264,
V002,509,reuse,42,78,130,0,508,1,0.90143380,-1.50000000,0.70000000,1.65529454,0.90143380,0.92830845,,,0.99800995,
V002,514,switch,18,18,120,97,513,1,0.81451239,-2.30000000,0.95000000,2.48847343,0.81451239,0.89061567,0.35679644,14.58638063,1.10133247,
V002,514,switch,42,42,125,106,507,7,0.41485354,12.10000000,4.05000000,12.75980016,,0.89910257,0.35694944,17.05417837,1.32533359,no_prev
V002,514,reuse,42,41,106,0,513,1,0.71209592,6.00000000,-4.20000000,7.32393337,0.71209592,0.91645418,,,0.90207541,
V002,515,reuse,15,18,120,0,514,1,0.89061567,-1.60000000,-0.35000000,1.63783394,0.89061567,,,,1.00796826,no_next
V002,515,reuse,78,42,125,0,514,1,0.89910257,1.20000000,0.85000000,1.47054412,0.89910257,0.95736000,,,1.08238654,
V002,516,switch,9,9,106,108,515,1,0.85054951,0.05000000,-4.15000000,4.15030119,0.85054951,0.89282451,0.37745134,13.52368293,0.85054951,
V002,516,switch,41,41,108,106,515,1,0.83712530,2.40000000,0.35000000,2.42538657,0.83712530,0.90665967,0.37745134,13.52368293,0.99025915,
V002,517,reuse,41,9,106,0,516,1,0.89282451,-0.10000000,-2.40000000,2.40208243,0.89282451,0.91116088,,,0.89282451,
V002,517,reuse,9,41,108,0,516,1,0.90665967,1.20000000,0.10000000,1.20415946,0.90665967,0.90097874,,,0.98233562,
V002,519,switch,18,18,97,120,518,1,0.83553775,-2.40000000,2.40000000,3.39411255,0.83553775,0.91917921,,,1.08803213,no_old
V002,523,switch,10,10,125,127,522,1,0.84848675,-2.95000000,0.00000000,2.95000000,0.84848675,0.89481128,0.13046498,27.81299157,1.00452335,
V002,523,switch,17,17,95,119,522,1,0.95824378,0.40000000,0.90000000,0.98488578,0.95824378,0.95238948,0.36689598,17.78102922,1.04357578,
V002,524,switch,42,42,127,125,523,1,0.66917898,-3.35000000,12.60000000,13.03773370,0.66917898,0.97252621,0.24764211,25.87378016,1.48796724,
V002,524,reuse,42,10,125,0,523,1,0.89481128,1.15000000,2.20000000,2.48243832,0.89481128,0.84365591,,,1.10591917,
V002,524,reuse,67,17,95,0,523,1,0.95238948,0.55000000,1.05000000,1.18532696,0.95238948,0.96320971,,,1.03893943,
V002,525,reuse,10,42,127,0,524,1,0.97252621,0.45000000,0.15000000,0.47434165,0.97252621,0.88813442,,,0.99891531,
V002,530,switch,9,9,127,106,529,1,0.92534487,-1.40000000,1.50000000,2.05182845,0.92534487,0.91829787,0.51769781,20.73698387,1.02084209,
V002,530,switch,42,42,106,127,529,1,0.96911151,-0.35000000,-0.60000000,0.69462220,0.96911151,0.97833506,0.51769781,20.73698387,1.01248069,
V002,530,reuse,78,79,130,0,529,1,0.88410752,-1.00000000,2.20000000,2.41660919,0.88410752,0.86599028,,,1.13108415,
V002,531,reuse,42,9,127,0,530,1,0.91829787,-1.90000000,-0.55000000,1.97800404,0.91829787,0.85215239,,,0.98434861,
V002,531,reuse,9,42,106,0,530,1,0.97833506,0.20000000,0.05000000,0.20615528,0.97833506,0.90901549,,,0.98392857,
V002,554,switch,15,15,95,120,553,1,0.90601452,-0.25000000,-1.60000000,1.61941347,0.90601452,0.89572656,,,0.90601452,no_old
V002,555,reuse,17,15,95,0,554,1,0.89572656,1.05000000,-1.05000000,1.48492424,0.89572656,0.96774070,,,0.90573841,
V002,559,reuse,15,17,95,0,558,1,0.67119410,6.15000000,1.30000000,6.28589691,0.67119410,0.80832975,,,1.10682322,
V002,570,switch,18,18,140,97,,,,,,,,0.94631745,0.00000000,57.22379313,,no_last_seen|no_prev
V002,580,switch,31,31,94,131,579,1,0.87024074,-1.95000000,0.05000000,1.95064092,0.87024074,0.90915272,,,1.01909015,no_old
V002,581,reuse,54,31,94,0,580,1,0.90915272,-1.15000000,0.55000000,1.27475488,0.90915272,0.85814141,,,1.04852844,
V002,582,reuse,17,15,95,0,581,1,0.87451987,-2.25000000,-0.70000000,2.35637433,0.87451987,0.89903822,,,1.01576020,
V002,589,reuse,15,17,95,0,588,1,0.95486363,-0.30000000,-0.95000000,0.99624294,0.95486363,0.93179285,,,0.95486363,
V002,596,switch,15,15,130,95,585,11,0.06188749,-31.30000000,0.90000000,31.31293662,,0.86641978,0.27508204,19.87775138,0.94428480,no_prev
V002,597,reuse,79,15,130,0,596,1,0.86641978,-2.10000000,-1.15000000,2.39426398,0.86641978,0.92757548,,,0.95690617,
V003,313,reuse,14,76,171,0,310,3,0.87297001,-2.00000000,-1.45000000,2.47032387,,0.96162691,,,0.98023786,no_prev
V003,317,switch,17,17,171,173,316,1,0.88047503,-2.10000000,0.60000000,2.18403297,0.88047503,0.92070061,,,0.96325282,no_old
V003,318,switch,76,76,178,171,,,,,,,,0.87754137,0.45262375,13.52081728,,no_last_seen|no_prev
V003,318,reuse,76,17,171,0,317,1,0.92070061,-1.25000000,0.75000000,1.45773797,0.92070061,0.80002374,,,0.97550807,
V003,348,switch,38,38,184,152,,,,,,,,0.85174581,0.07282766,89.90613160,,no_last_seen|no_prev
V003,350,reuse,56,48,180,0,349,1,0.91305436,-0.80000000,0.45000000,0.91787799,0.91305436,0.97137493,,,1.00165837,
V003,353,switch,56,56,186,180,,,,,,,,0.89650360,0.36191267,9.86154146,,no_last_seen|no_prev
V003,358,switch,28,28,169,160,357,1,0.67367231,6.80000000,0.95000000,6.86603962,0.67367231,0.79661371,0.47384132,11.78812962,1.07144445,
V003,359,reuse,31,28,169,0,358,1,0.79661371,3.55000000,0.80000000,3.63902459,0.79661371,0.86759653,,,1.09714872,
V003,364,switch,31,31,155,169,363,1,0.86544703,0.35000000,-3.30000000,3.31850870,0.86544703,0.91216038,0.15893222,25.08565327,0.87318519,
V003,365,reuse,29,31,155,0,364,1,0.91216038,0.15000000,-2.10000000,2.10535033,0.91216038,0.97027969,,,0.92087753,
V003,366,switch,29,29,189,155,,,,,,,,0.98489909,0.48920391,19.67256974,,no_last_seen|no_prev
V003,374,reuse,59,58,164,0,373,1,0.83188773,1.40000000,-1.15000000,1.81176709,0.83188773,0.68470272,,,0.95151578,
V003,383,reuse,48,49,180,0,382,1,0.92585781,-0.70000000,0.45000000,0.83216585,0.92585781,0.95459319,,,1.01998331,
V003,389,switch,18,18,170,168,388,1,0.58052380,-7.10000000,0.30000000,7.10633520,0.58052380,0.75175683,0.00325210,28.63721355,1.14391496,
V003,390,reuse,67,18,170,0,389,1,0.75175683,-3.95000000,1.40000000,4.19076365,0.75175683,0.75963901,,,1.03512858,
V003,391,switch,42,42,172,174,390,1,0.72922714,-3.55000000,0.40000000,3.57246414,0.72922714,0.77178442,0.17059796,17.55861612,0.95795093,
V003,392,reuse,15,42,172,0,391,1,0.77178442,-3.00000000,-0.05000000,3.00041664,0.77178442,0.91459515,,,1.02674646,
V003,394,switch,9,9,181,179,393,1,0.82272862,-3.20000000,-2.05000000,3.80032893,0.82272862,0.86080923,,,0.98709908,no_old
V003,395,switch,48,48,186,180,394,1,0.83323877,2.10000000,-0.05000000,2.10059515,0.83323877,0.95010854,0.01283473,22.90349318,0.98130129,
V003,395,switch,67,67,192,170,,,,,,,,0.93033199,0.13885344,23.57382022,,no_last_seen|no_prev
V003,395,reuse,10,9,181,0,394,1,0.86080923,2.50000000,0.20000000,2.50798724,0.86080923,0.89019691,,,0.95721398,
V003,395,reuse,42,15,172,0,394,1,0.77141821,3.05000000,0.45000000,3.08301800,0.77141821,0.61403575,,,1.04515439,
V003,396,reuse,56,48,186,0,395,1,0.95010854,0.55000000,-0.20000000,0.58523500,0.95010854,0.93053511,,,1.00719533,
V003,400,switch,17,17,179,171,376,24,0.09769952,27.80000000,-40.30000000,48.95845177,,0.93143833,,,1.13552065,no_prev|no_old
V003,401,reuse,9,17,179,0,400,1,0.93143833,-1.00000000,-1.20000000,1.56204994,0.93143833,0.95303246,,,0.98299725,
V003,404,switch,26,26,155,149,400,4,0.77357311,-5.05000000,2.40000000,5.59128787,,0.96663780,,,1.00860996,no_prev|no_old
V003,405,switch,10,10,171,181,390,15,0.27534690,-6.90000000,45.70000000,46.21796188,,,0.64466911,8.07093551,1.14302130,no_prev|no_next
V003,405,switch,15,15,193,172,,,,,,,,0.91455336,0.33435273,11.70982493,,no_last_seen|no_prev
V003,405,reuse,31,26,155,0,404,1,0.96663780,-0.30000000,-0.25000000,0.39051248,0.96663780,0.96648283,,,0.97911445,
V003,405,reuse,15,42,172,0,404,1,0.93799308,0.65000000,0.15000000,0.66708320,0.93799308,0.91654885,,,0.97797865,
V003,407,reuse,17,10,171,0,405,2,0.89229698,0.90000000,3.35000000,3.46878941,,0.87278085,,,1.06353182,no_prev
V003,408,switch,41,41,168,163,390,18,0.70483314,-3.75000000,2.90000000,4.74051685,,0.83363837,,,0.92516738,no_prev|no_old
V003,409,reuse,18,41,168,0,408,1,0.83363837,1.80000000,1.90000000,2.61725047,0.83363837,0.79443992,,,1.09042239,
V003,418,reuse,61,57,158,0,417,1,0.65994291,-3.15000000,-0.85000000,3.26266762,0.65994291,0.82718495,,,0.92094252,
V003,423,switch,61,61,161,158,422,1,0.91034483,-0.60000000,0.70000000,0.92195445,0.91034483,0.94036544,,,1.06716418,no_old
V003,424,reuse,60,61,161,0,423,1,0.94036544,-0.45000000,0.30000000,0.54083269,0.94036544,0.92924528,,,0.95878518,
V003,425,reuse,61,60,161,0,424,1,0.92924528,0.55000000,-0.55000000,0.77781746,0.92924528,0.95111516,,,1.00673866,
V003,426,reuse,60,61,161,0,425,1,0.95111516,-0.25000000,0.20000000,0.32015621,0.95111516,0.91910596,,,0.95111516,
V003,427,switch,31,31,169,155,425,2,0.50031650,-10.55000000,5.70000000,11.99135105,,0.89584412,0.31177682,21.73045098,1.20156599,no_prev
V003,427,reuse,61,60,161,0,426,1,0.91910596,0.80000000,-0.10000000,0.80622577,0.91910596,0.98777795,,,1.00000000,
V003,428,reuse,28,31,169,0,427,1,0.89584412,0.55000000,3.00000000,3.05000000,0.89584412,,,,1.10610104,no_next
V003,429,switch,9,9,179,181,428,1,0.90689013,-1.25000000,0.45000000,1.32853303,0.90689013,0.95002026,,,1.04684632,no_old
V003,430,reuse,17,9,179,0,429,1,0.95002026,-0.50000000,-1.15000000,1.25399362,0.95002026,0.96806190,,,1.04667673,
V003,432,reuse,60,61,161,0,431,1,0.83918273,-1.40000000,-0.65000000,1.54353490,0.83918273,0.86918971,,,0.96163952,
V003,435,reuse,31,28,169,0,428,7,0.39247741,16.45000000,-1.90000000,16.55936291,,0.80284949,,,0.90535518,no_prev
V003,442,switch,31,31,189,169,441,1,0.82630799,-2.45000000,-1.75000000,3.01081384,0.82630799,0.94995130,0.51490144,19.98605764,0.92373099,
V003,443,switch,60,60,196,161,,,,,,,,0.91232953,0.35146776,9.66656609,,no_last_seen|no_prev
V003,443,reuse,29,31,189,0,442,1,0.94995130,0.70000000,-0.10000000,0.70710678,0.94995130,0.94145265,,,0.98647493,
V003,448,switch,17,17,198,179,,,,,,,,0.92959436,0.03337336,32.49249913,,no_last_seen|no_prev
V003,448,switch,76,76,179,178,444,4,0.62240632,-7.05000000,-2.25000000,7.40033783,,0.88182634,,,1.06815816,no_prev|no_old
V003,449,reuse,9,76,179,0,448,1,0.88182634,1.45000000,2.00000000,2.47032387,0.88182634,0.88007887,,,1.01729370,
V003,451,switch,48,48,158,186,450,1,0.87378079,-0.90000000,1.75000000,1.96786687,0.87378079,0.73933599,,,1.08177104,no_old
V003,452,switch,10,10,200,171,,,,,,,,0.96424737,,,,no_last_seen|no_prev|no_old
V003,452,switch,33,33,176,183,451,1,0.82133129,-10.75000000,-7.60000000,13.16520034,0.82133129,0.62312091,,,0.99556406,no_old
V003,452,reuse,57,48,158,0,451,1,0.73933599,-2.90000000,-1.65000000,3.33654012,0.73933599,0.80028793,,,1.01974762,
V003,453,reuse,31,29,189,0,452,1,0.92634115,0.65000000,1.50000000,1.63477827,0.92634115,0.92920652,,,1.01682908,
V003,454,switch,9,9,178,179,444,10,0.57361285,0.20000000,4.30000000,4.30464865,,0.90152235,0.53889732,8.27798285,1.74333613,no_prev
V003,454,reuse,29,31,189,0,453,1,0.92920652,0.70000000,0.80000000,1.06301458,0.92920652,,,,0.94671198,no_next
V003,455,switch,33,33,183,183,450,5,0.51693625,30.20000000,-2.20000000,30.28002642,,0.80319587,1.00000000,0.00000000,0.86657756,no_prev
V003,455,reuse,76,9,178,0,454,1,0.90152235,-0.85000000,2.15000000,2.31192560,0.90152235,,,,1.10923485,no_next
V003,457,switch,9,9,200,178,456,1,0.40802946,14.75000000,-0.35000000,14.75415196,0.40802946,0.67986687,,,2.08958345,no_old
V003,457,switch,40,40,201,157,,,,,,,,0.87919614,,,,no_last_seen|no_prev|no_old
V003,458,switch,9,9,178,178,455,3,0.93403065,-1.05000000,0.10000000,1.05475116,,0.92605547,1.00000000,0.00000000,1.02472805,no_prev
V003,458,switch,41,41,192,168,457,1,0.82488852,2.40000000,0.15000000,2.40468293,0.82488852,0.85951119,,,0.96530364,no_old
V003,459,reuse,67,41,192,0,458,1,0.85951119,1.75000000,0.15000000,1.75641681,0.85951119,0.86722875,,,0.95160520,
V003,460,reuse,31,29,189,0,459,1,0.76680962,-1.65000000,3.70000000,4.05123438,0.76680962,0.73771012,,,1.30410466,
V003,461,switch,9,9,181,178,460,1,0.91825581,-0.60000000,-1.95000000,2.04022058,0.91825581,0.88321032,0.47069077,12.14351679,0.91825581,
V003,461,switch,48,48,186,158,450,11,0.74064157,3.20000000,-2.50000000,4.06078810,,0.53715026,0.27995311,12.85933513,0.95202465,no_prev
V003,461,switch,56,56,180,186,460,1,0.78506319,2.25000000,1.00000000,2.46221445,0.78506319,,0.00000000,26.58707393,1.03470806,no_next
V003,462,switch,42,42,168,172,442,20,0.34175790,13.40000000,-4.95000000,14.28504463,,0.88913778,,,0.66851856,no_prev|no_old
V003,462,switch,49,49,156,180,453,9,0.30715107,-11.30000000,6.30000000,12.93754227,,0.89163735,,,1.14294815,no_prev|no_old
V003,463,reuse,41,42,168,0,462,1,0.88913778,-1.40000000,-0.20000000,1.41421356,0.88913778,0.94393625,,,0.96210508,
V003,463,reuse,62,49,156,0,462,1,0.89163735,-1.15000000,-0.15000000,1.15974135,0.89163735,0.90211264,,,1.03422635,
V003,464,reuse,29,31,189,0,463,1,0.86562610,-1.70000000,-2.25000000,2.82001773,0.86562610,,,,0.94244587,no_next
V003,466,reuse,31,29,189,0,464,2,0.59872682,6.25000000,8.45000000,10.51023311,,0.85768086,,,1.12671732,no_prev
V003,471,reuse,76,77,179,0,470,1,0.85433660,2.45000000,-0.75000000,2.56222560,0.85433660,0.93483473,,,0.98067771,
V003,473,switch,42,42,192,168,472,1,0.85895056,-0.80000000,0.85000000,1.16726175,0.85895056,0.94431240,0.41020199,11.75808233,1.16421136,
V003,473,switch,67,67,168,192,472,1,0.86576454,-1.30000000,-1.55000000,2.02299283,0.86576454,0.86826207,0.41020199,11.75808233,0.89454043,
V003,474,reuse,41,42,192,0,473,1,0.94431240,0.55000000,0.70000000,0.89022469,0.94431240,0.82130069,,,1.04447179,
V003,474,reuse,42,67,168,0,473,1,0.86826207,-1.45000000,-0.70000000,1.61012422,0.86826207,0.93838083,,,0.92394502,
V003,475,switch,32,32,183,176,474,1,0.98734015,0.55000000,0.25000000,0.60415230,0.98734015,0.99026503,0.36612581,34.66226334,0.98798837,
V003,475,switch,33,33,176,183,474,1,0.80102899,8.20000000,0.00000000,8.20000000,0.80102899,0.79941592,0.36612581,34.66226334,1.00308035,
V003,476,reuse,33,32,183,0,475,1,0.99026503,0.10000000,-0.15000000,0.18027756,0.99026503,0.98885998,,,0.99352373,
V003,476,reuse,32,33,176,0,475,1,0.79941592,8.30000000,-0.90000000,8.34865259,0.79941592,0.82652529,,,1.02089695,
V003,479,switch,41,41,198,192,478,1,0.85903814,2.05000000,-0.35000000,2.07966343,0.85903814,0.89966939,0.30284775,16.60271062,0.96752962,
V003,480,reuse,17,41,198,0,479,1,0.89966939,1.10000000,0.60000000,1.25299641,0.89966939,0.88350719,,,1.08470648,
V003,485,switch,17,17,192,198,484,1,0.91745177,-1.35000000,-0.10000000,1.35369864,0.91745177,0.90932925,0.11360658,27.50040909,0.98342256,
V003,486,switch,56,56,158,186,472,14,0.24371164,-12.15000000,-0.30000000,12.15370314,,0.84978123,0.00000000,39.94073735,0.98447691,no_prev
V003,486,reuse,42,17,192,0,485,1,0.90932925,-1.35000000,-0.30000000,1.38293167,0.90932925,0.93579862,,,0.96957675,
V003,487,reuse,48,56,158,0,486,1,0.84978123,-1.10000000,-0.50000000,1.20830460,0.84978123,0.94453166,,,0.90250000,
V003,488,switch,42,42,203,192,,,,,,,,0.85328891,0.24831603,19.27958765,,no_last_seen|no_prev
V003,490,reuse,49,64,180,0,489,1,0.93388590,-0.15000000,-0.85000000,0.86313383,0.93388590,0.97214485,,,0.97371334,
V003,491,reuse,77,78,179,0,490,1,0.94940667,-0.60000000,-0.35000000,0.69462220,0.94940667,0.94983318,,,1.02080066,
V003,496,switch,31,31,204,189,,,,,,,,0.98482279,0.51131004,19.63288058,,no_last_seen|no_prev
V003,498,switch,41,41,179,198,497,1,0.91796107,1.25000000,0.25000000,1.27475488,0.91796107,0.88560484,0.33986053,16.09324392,1.01246146,
V003,498,switch,78,78,198,179,497,1,0.87954086,-1.25000000,0.80000000,1.48408221,0.87954086,0.96569266,0.33986053,16.09324392,1.09599282,
V003,499,reuse,78,41,179,0,498,1,0.88560484,0.00000000,-0.55000000,0.55000000,0.88560484,0.93239140,,,0.88560484,
V003,499,reuse,41,78,198,0,498,1,0.96569266,-0.45000000,0.35000000,0.57008771,0.96569266,0.89140751,,,0.98772053,
V003,508,switch,42,42,179,203,507,1,0.93196557,0.85000000,0.95000000,1.27475488,0.93196557,0.95365008,0.21711586,21.19964622,1.03279014,
V003,508,switch,78,78,203,198,507,1,0.89239609,-1.55000000,1.00000000,1.84458667,0.89239609,0.90143380,,,1.04228036,no_old
V003,509,reuse,41,42,179,0,508,1,0.95365008,0.40000000,0.60000000,0.72111026,0.95365008,0.94736842,,,1.04860264,
V003,509,reuse,42,78,203,0,508,1,0.90143380,-1.50000000,0.70000000,1.65529454,0.90143380,0.92830845,,,0.99800995,
V003,514,switch,18,18,193,170,513,1,0.81451239,-2.30000000,0.95000000,2.48847343,0.81451239,0.89061567,0.35679644,14.58638063,1.10133247,
V003,514,switch,42,42,198,179,507,7,0.41485354,12.10000000,4.05000000,12.75980016,,0.89910257,0.35694944,17.05417837,1.32533359,no_prev
V003,514,reuse,42,41,179,0,513,1,0.71209592,6.00000000,-4.20000000,7.32393337,0.71209592,0.91645418,,,0.90207541,
V003,515,reuse,15,18,193,0,514,1,0.89061567,-1.60000000,-0.35000000,1.63783394,0.89061567,,,,1.00796826,no_next
V003,515,reuse,78,42,198,0,514,1,0.89910257,1.20000000,0.85000000,1.47054412,0.89910257,0.95736000,,,1.08238654,
V003,516,switch,9,9,179,181,515,1,0.85054951,0.05000000,-4.15000000,4.15030119,0.85054951,0.89282451,0.37745134,13.52368293,0.85054951,
V003,516,switch,41,41,181,179,515,1,0.83712530,2.40000000,0.35000000,2.42538657,0.83712530,0.90665967,0.37745134,13.52368293,0.99025915,
V003,517,reuse,41,9,179,0,516,1,0.89282451,-0.10000000,-2.40000000,2.40208243,0.89282451,0.91116088,,,0.89282451,
V003,517,reuse,9,41,181,0,516,1,0.90665967,1.20000000,0.10000000,1.20415946,0.90665967,0.90097874,,,0.98233562,
V003,519,switch,18,18,170,193,518,1,0.83553775,-2.40000000,2.40000000,3.39411255,0.83553775,0.91917921,,,1.08803213,no_old
V003,523,switch,10,10,198,200,522,1,0.84848675,-2.95000000,0.00000000,2.95000000,0.84848675,0.89481128,0.13046498,27.81299157,1.00452335,
V003,523,switch,17,17,168,192,522,1,0.95824378,0.40000000,0.90000000,0.98488578,0.95824378,0.95238948,0.36689598,17.78102922,1.04357578,
V003,524,switch,42,42,200,198,523,1,0.66917898,-3.35000000,12.60000000,13.03773370,0.66917898,0.97252621,0.24764211,25.87378016,1.48796724,
V003,524,reuse,42,10,198,0,523,1,0.89481128,1.15000000,2.20000000,2.48243832,0.89481128,0.84365591,,,1.10591917,
V003,524,reuse,67,17,168,0,523,1,0.95238948,0.55000000,1.05000000,1.18532696,0.95238948,0.96320971,,,1.03893943,
V003,525,reuse,10,42,200,0,524,1,0.97252621,0.45000000,0.15000000,0.47434165,0.97252621,0.88813442,,,0.99891531,
V003,530,switch,9,9,200,179,529,1,0.92534487,-1.40000000,1.50000000,2.05182845,0.92534487,0.91829787,0.51769781,20.73698387,1.02084209,
V003,530,switch,42,42,179,200,529,1,0.96911151,-0.35000000,-0.60000000,0.69462220,0.96911151,0.97833506,0.51769781,20.73698387,1.01248069,
V003,530,reuse,78,79,203,0,529,1,0.88410752,-1.00000000,2.20000000,2.41660919,0.88410752,0.86599028,,,1.13108415,
V003,531,reuse,42,9,200,0,530,1,0.91829787,-1.90000000,-0.55000000,1.97800404,0.91829787,0.85215239,,,0.98434861,
V003,531,reuse,9,42,179,0,530,1,0.97833506,0.20000000,0.05000000,0.20615528,0.97833506,0.90901549,,,0.98392857,
V003,554,switch,15,15,168,193,553,1,0.90601452,-0.25000000,-1.60000000,1.61941347,0.90601452,0.89572656,,,0.90601452,no_old
V003,555,reuse,17,15,168,0,554,1,0.89572656,1.05000000,-1.05000000,1.48492424,0.89572656,0.96774070,,,0.90573841,
V003,559,reuse,15,17,168,0,558,1,0.67119410,6.15000000,1.30000000,6.28589691,0.67119410,0.80832975,,,1.10682322,
V003,570,switch,18,18,213,170,,,,,,,,0.94631745,0.00000000,57.22379313,,no_last_seen|no_prev
V003,580,switch,31,31,167,204,579,1,0.87024074,-1.95000000,0.05000000,1.95064092,0.87024074,0.90915272,,,1.01909015,no_old
V003,581,reuse,54,31,167,0,580,1,0.90915272,-1.15000000,0.55000000,1.27475488,0.90915272,0.85814141,,,1.04852844,
V003,582,reuse,17,15,168,0,581,1,0.87451987,-2.25000000,-0.70000000,2.35637433,0.87451987,0.89903822,,,1.01576020,
V003,589,reuse,15,17,168,0,588,1,0.95486363,-0.30000000,-0.95000000,0.99624294,0.95486363,0.93179285,,,0.95486363,
V003,596,switch,15,15,203,168,585,11,0.06188749,-31.30000000,0.90000000,31.31293662,,0.86641978,0.27508204,19.87775138,0.94428480,no_prev
V003,597,reuse,79,15,203,0,596,1,0.86641978,-2.10000000,-1.15000000,2.39426398,0.86641978,0.92757548,,,0.95690617,
V004,624,switch,93,93,269,256,,,,,,,,0.99284276,,,,no_last_seen|no_prev|no_old
